instance,dimension,run,seed,beta,gamma,best_known,best_length,gap_percent,final_effective_count,final_edge_diversity,runtime_seconds
berlin52,52,3,20260807,0.0,0.0,7542,7829,3.805356669318483,15.999999999743997,0.055288461538461536,0.30422202099998685
berlin52,52,3,20260807,0.0,1.0,7542,7594,0.6894722885176345,15.999999999743997,0.028846153846153855,0.31453942899997855
berlin52,52,3,20260807,0.0,4.0,7542,8075,7.067090957305754,15.999999999743997,0.038461538461538436,0.2975081350000437
berlin52,52,3,20260807,0.0,8.0,7542,7814,3.6064704322460885,15.999999999743997,0.0,0.3066308709999248
berlin52,52,3,20260807,2.0,0.0,7542,7730,2.492707504640679,15.999999999743997,0.0,0.3100409510002464
berlin52,52,3,20260807,2.0,1.0,7542,8075,7.067090957305754,15.999999999743997,0.0,0.3085369890000038
berlin52,52,3,20260807,2.0,4.0,7542,7928,5.118005833996287,15.999999999743997,0.0,0.29656252500035407
berlin52,52,3,20260807,2.0,8.0,7542,7772,3.0495889684433837,15.999999999743997,0.0,0.3097419659998195
berlin52,52,3,20260807,6.0,0.0,7542,7542,0.0,12.33592375747215,0.03189102564102564,0.3223313819999021
berlin52,52,3,20260807,6.0,1.0,7542,7542,0.0,12.33592375747215,0.03189102564102564,0.3031406300001436
berlin52,52,3,20260807,6.0,4.0,7542,7940,5.277114823654203,15.999999999743997,0.0,0.311322014000325
berlin52,52,3,20260807,6.0,8.0,7542,7667,1.6573853089366215,15.999999999743997,0.0,0.33327160899989394
berlin52,52,3,20260807,12.0,0.0,7542,7542,0.0,8.814945712950442,0.05464743589743589,0.30262321299960604
berlin52,52,3,20260807,12.0,1.0,7542,7542,0.0,8.814945712950442,0.05464743589743589,0.3077863149997029
berlin52,52,3,20260807,12.0,4.0,7542,7542,0.0,8.814945712950442,0.05464743589743589,0.31771070500008136
berlin52,52,3,20260807,12.0,8.0,7542,7542,0.0,15.999999999743997,0.0,0.30290258700006234
berlin52,52,4,20260808,0.0,0.0,7542,7542,0.0,15.999999999743997,0.0,0.31353730000000724
berlin52,52,4,20260808,0.0,1.0,7542,7542,0.0,15.999999999743997,0.0,0.30891923000035604
berlin52,52,4,20260808,0.0,4.0,7542,7542,0.0,15.999999999743997,0.0,0.3179449630001727
berlin52,52,4,20260808,0.0,8.0,7542,7715,2.2938212675682843,15.999999999743997,0.0,0.2967120899998008
berlin52,52,4,20260808,2.0,0.0,7542,7844,4.0042429063908775,13.672131224728265,0.023076923076923085,0.30326667000008456
berlin52,52,4,20260808,2.0,1.0,7542,7542,0.0,15.258002410428851,0.014423076923076927,0.3440599000000475
berlin52,52,4,20260808,2.0,4.0,7542,7657,1.5247944842216918,15.999999999743997,0.0,0.3117282099997283
berlin52,52,4,20260808,2.0,8.0,7542,7547,0.06629541235746486,15.999999999743997,0.0,0.31696600999976
berlin52,52,4,20260808,6.0,0.0,7542,7719,2.3468575974542563,15.999999999743997,0.0,0.32906908899985865
berlin52,52,4,20260808,6.0,1.0,7542,7820,3.6860249270750463,15.999999999743997,0.0,0.3188482830000794
berlin52,52,4,20260808,6.0,4.0,7542,7605,0.8353221957040573,15.999999999743997,0.0,0.57284844600008
berlin52,52,4,20260808,6.0,8.0,7542,7542,0.0,15.999999999743997,0.0,0.3311895199999526
berlin52,52,4,20260808,12.0,0.0,7542,7542,0.0,15.999999999743997,0.0,0.4328198190000876
berlin52,52,4,20260808,12.0,1.0,7542,7542,0.0,15.999999999743997,0.0,0.4717913489998864
berlin52,52,4,20260808,12.0,4.0,7542,7596,0.7159904534606205,15.999999999743997,0.0,0.34089750000021013
berlin52,52,4,20260808,12.0,8.0,7542,7781,3.1689207106868205,15.999999999743997,0.0,0.3529675939998924
berlin52,52,5,20260809,0.0,0.0,7542,7542,0.0,15.999999999743997,0.026442307692307685,0.3273862870000812
berlin52,52,5,20260809,0.0,1.0,7542,7542,0.0,15.999999999743997,0.0,0.33561583800019434
berlin52,52,5,20260809,0.0,4.0,7542,7619,1.020949350304959,15.999999999743997,0.0,0.3298315389997697
berlin52,52,5,20260809,0.0,8.0,7542,7651,1.4452399893927341,15.999999999743997,0.0,0.3334321060001457
berlin52,52,5,20260809,2.0,0.0,7542,7657,1.5247944842216918,15.999999999743997,0.0,0.3335437259997889
berlin52,52,5,20260809,2.0,1.0,7542,7651,1.4452399893927341,15.999999999743997,0.0,0.3294546359998094
