instance,dimension,algorithm,run,seed,best_known,best_length,gap_percent,final_mean_length,runtime_seconds,budget_mode
d493,493,ABC/BCO,13,20264532,35002,52488,49.95714530598252,215363.5333333333,,standard
d493,493,ABC/BCO,14,20264533,35002,53314,52.31701045654534,217350.8666666667,,standard
d493,493,ABC/BCO,15,20264534,35002,50843,45.25741386206502,216251.1666666666,,standard
d493,493,ABC/BCO,16,20264535,35002,52455,49.86286497914405,217221.2666666666,,standard
d493,493,ABC/BCO,17,20264536,35002,52811,50.87994971715902,215283.6666666666,,standard
d493,493,ABC/BCO,18,20264537,35002,51052,45.85452259870865,216416.9333333333,,standard
d493,493,ABC/BCO,19,20264538,35002,52414,49.74572881549626,214292.5333333333,,standard
d493,493,ABC/BCO,20,20264539,35002,52880,51.07708130963945,214925.5666666667,,standard
d493,493,ABC/BCO,21,20264540,35002,52434,49.80286840751957,216478.8,,standard
d493,493,ABC/BCO,22,20264541,35002,53018,51.47134449460031,215092.9,,standard
d493,493,ABC/BCO,23,20264542,35002,51431,46.93731786755043,215856.4666666667,,standard
d493,493,ABC/BCO,24,20264543,35002,51248,46.41449060053712,216967.5666666667,,standard
d493,493,ABC/BCO,25,20264544,35002,51728,47.78584080909663,216647.8333333333,,standard
d493,493,ABC/BCO,26,20264545,35002,53124,51.77418433232387,217243.2333333333,,standard
d493,493,ABC/BCO,27,20264546,35002,52777,50.78281241071939,215348.4,,standard
d493,493,ABC/BCO,28,20264547,35002,50867,45.325981372493,215779.9333333333,,standard
d493,493,ABC/BCO,29,20264548,35002,51441,46.96588766356209,216837.3,,standard
d493,493,ABC/BCO,30,20264549,35002,50684,44.80315410547968,214810.7,,standard
eil76,76,SA,1,20261520,538,1044,94.05204460966544,1129.0,,standard
eil76,76,SA,2,20261521,538,1033,92.00743494423791,1129.0,,standard
eil76,76,SA,3,20261522,538,1081,100.9293680297398,1213.0,,standard
eil76,76,SA,4,20261523,538,1055,96.09665427509292,1070.0,,standard
eil76,76,SA,5,20261524,538,1111,106.5055762081784,1123.0,,standard
eil76,76,SA,6,20261525,538,1183,119.8884758364312,1195.0,,standard
eil76,76,SA,7,20261526,538,1053,95.72490706319702,1099.0,,standard
eil76,76,SA,8,20261527,538,995,84.94423791821562,1148.0,,standard
eil76,76,SA,9,20261528,538,1067,98.3271375464684,1172.0,,standard
eil76,76,SA,10,20261529,538,1044,94.05204460966544,1176.0,,standard
eil76,76,SA,11,20261530,538,1078,100.3717472118959,1098.0,,standard
eil76,76,SA,12,20261531,538,1032,91.82156133828995,1160.0,,standard
eil76,76,SA,13,20261532,538,1029,91.2639405204461,1047.0,,standard
eil76,76,SA,14,20261533,538,1057,96.46840148698884,1066.0,,standard
eil76,76,SA,15,20261534,538,992,84.38661710037175,1192.0,,standard
eil76,76,SA,16,20261535,538,1049,94.9814126394052,1061.0,,standard
eil76,76,SA,17,20261536,538,1114,107.0631970260223,1196.0,,standard
eil76,76,SA,18,20261537,538,999,85.68773234200744,1011.0,,standard
eil76,76,SA,19,20261538,538,1036,92.56505576208178,1069.0,,standard
eil76,76,SA,20,20261539,538,1087,102.0446096654275,1160.0,,standard
eil76,76,SA,21,20261540,538,1071,99.07063197026022,1090.0,,standard
eil76,76,SA,22,20261541,538,1054,95.91078066914498,1063.0,,standard
eil76,76,SA,23,20261542,538,1031,91.635687732342,1190.0,,standard
eil76,76,SA,24,20261543,538,1089,102.4163568773234,1109.0,,standard
eil76,76,SA,25,20261544,538,979,81.97026022304833,1062.0,,standard
eil76,76,SA,26,20261545,538,1026,90.70631970260224,1047.0,,standard
eil76,76,SA,27,20261546,538,1026,90.70631970260224,1072.0,,standard
eil76,76,SA,28,20261547,538,1009,87.54646840148699,1101.0,,standard
eil76,76,SA,29,20261548,538,1079,100.5576208178439,1282.0,,standard
eil76,76,SA,30,20261549,538,1050,95.16728624535315,1090.0,,standard
eil76,76,GA,1,20262520,538,596,10.78066914498141,629.45,,standard
eil76,76,GA,2,20262521,538,601,11.71003717472119,629.65,,standard
eil76,76,GA,3,20262522,538,591,9.851301115241636,615.975,,standard
eil76,76,GA,4,20262523,538,589,9.479553903345725,605.425,,standard
eil76,76,GA,5,20262524,538,581,7.992565055762082,604.15,,standard
eil76,76,GA,6,20262525,538,597,10.96654275092937,622.525,,standard
eil76,76,GA,7,20262526,538,588,9.293680297397769,601.8,,standard
eil76,76,GA,8,20262527,538,579,7.620817843866171,591.65,,standard
eil76,76,GA,9,20262528,538,603,12.0817843866171,619.625,,standard
eil76,76,GA,10,20262529,538,613,13.94052044609665,621.325,,standard
eil76,76,GA,11,20262530,538,590,9.66542750929368,599.45,,standard
eil76,76,GA,12,20262531,538,565,5.018587360594796,579.325,,standard
eil76,76,GA,13,20262532,538,587,9.107806691449817,603.2,,standard
eil76,76,GA,14,20262533,538,605,12.45353159851301,616.475,,standard
eil76,76,GA,15,20262534,538,573,6.505576208178439,589.025,,standard
eil76,76,GA,16,20262535,538,591,9.851301115241636,611.9,,standard
eil76,76,GA,17,20262536,538,603,12.0817843866171,614.275,,standard
eil76,76,GA,18,20262537,538,578,7.434944237918216,594.85,,standard
eil76,76,GA,19,20262538,538,591,9.851301115241636,614.75,,standard
eil76,76,GA,20,20262539,538,583,8.364312267657992,601.825,,standard
eil76,76,GA,21,20262540,538,574,6.691449814126394,614.6,,standard
eil76,76,GA,22,20262541,538,587,9.107806691449817,615.5,,standard
eil76,76,GA,23,20262542,538,590,9.66542750929368,621.425,,standard
eil76,76,GA,24,20262543,538,610,13.38289962825279,638.6,,standard
eil76,76,GA,25,20262544,538,600,11.52416356877323,621.925,,standard
eil76,76,GA,26,20262545,538,596,10.78066914498141,611.0,,standard
eil76,76,GA,27,20262546,538,596,10.78066914498141,634.8,,standard
eil76,76,GA,28,20262547,538,592,10.03717472118959,604.825,,standard
eil76,76,GA,29,20262548,538,596,10.78066914498141,623.525,,standard
eil76,76,GA,30,20262549,538,598,11.15241635687732,620.825,,standard
eil76,76,ACO,1,20263520,538,545,1.301115241635688,545.0,,standard
eil76,76,ACO,2,20263521,538,564,4.83271375464684,564.0,,standard
eil76,76,ACO,3,20263522,538,562,4.46096654275093,562.0,,standard
eil76,76,ACO,4,20263523,538,554,2.973977695167286,554.0,,standard
eil76,76,ACO,5,20263524,538,555,3.159851301115242,555.0,,standard
eil76,76,ACO,6,20263525,538,550,2.230483271375465,550.0,,standard
eil76,76,ACO,7,20263526,538,555,3.159851301115242,555.0,,standard
eil76,76,ACO,8,20263527,538,552,2.602230483271375,552.0,,standard
eil76,76,ACO,9,20263528,538,562,4.46096654275093,562.0,,standard
eil76,76,ACO,10,20263529,538,556,3.345724907063197,556.0,,standard
eil76,76,ACO,11,20263530,538,554,2.973977695167286,554.0,,standard
eil76,76,ACO,12,20263531,538,548,1.858736059479554,548.0,,standard
eil76,76,ACO,13,20263532,538,566,5.204460966542751,566.0,,standard
eil76,76,ACO,14,20263533,538,558,3.717472118959108,558.0,,standard
eil76,76,ACO,15,20263534,538,560,4.089219330855019,560.0,,standard
eil76,76,ACO,16,20263535,538,555,3.159851301115242,555.0,,standard
eil76,76,ACO,17,20263536,538,557,3.531598513011152,557.0,,standard
eil76,76,ACO,18,20263537,538,569,5.762081784386617,569.0,,standard
eil76,76,ACO,19,20263538,538,563,4.646840148698884,563.0,,standard
eil76,76,ACO,20,20263539,538,560,4.089219330855019,560.0,,standard
eil76,76,ACO,21,20263540,538,572,6.319702602230484,572.0,,standard
eil76,76,ACO,22,20263541,538,569,5.762081784386617,569.0,,standard
eil76,76,ACO,23,20263542,538,556,3.345724907063197,556.0,,standard
eil76,76,ACO,24,20263543,538,572,6.319702602230484,572.0,,standard
eil76,76,ACO,25,20263544,538,546,1.486988847583643,546.0,,standard
eil76,76,ACO,26,20263545,538,563,4.646840148698884,563.0,,standard
eil76,76,ACO,27,20263546,538,562,4.46096654275093,562.0,,standard
eil76,76,ACO,28,20263547,538,557,3.531598513011152,557.0,,standard
eil76,76,ACO,29,20263548,538,559,3.903345724907063,559.0,,standard
eil76,76,ACO,30,20263549,538,566,5.204460966542751,566.0,,standard
eil76,76,ABC/BCO,1,20264520,538,583,8.364312267657992,784.2333333333333,,standard
eil76,76,ABC/BCO,2,20264521,538,576,7.063197026022305,774.8,,standard
eil76,76,ABC/BCO,3,20264522,538,592,10.03717472118959,770.7666666666667,,standard
eil76,76,ABC/BCO,4,20264523,538,567,5.390334572490707,788.5666666666667,,standard
eil76,76,ABC/BCO,5,20264524,538,573,6.505576208178439,780.7,,standard
eil76,76,ABC/BCO,6,20264525,538,601,11.71003717472119,779.9333333333333,,standard
eil76,76,ABC/BCO,7,20264526,538,584,8.550185873605948,782.0666666666667,,standard
eil76,76,ABC/BCO,8,20264527,538,577,7.24907063197026,785.8,,standard
eil76,76,ABC/BCO,9,20264528,538,581,7.992565055762082,788.7,,standard
eil76,76,ABC/BCO,10,20264529,538,576,7.063197026022305,763.9666666666667,,standard
eil76,76,ABC/BCO,11,20264530,538,601,11.71003717472119,769.3666666666667,,standard
eil76,76,ABC/BCO,12,20264531,538,575,6.877323420074349,770.3666666666667,,standard
eil76,76,ABC/BCO,13,20264532,538,567,5.390334572490707,779.0666666666667,,standard
eil76,76,ABC/BCO,14,20264533,538,576,7.063197026022305,767.9666666666667,,standard
eil76,76,ABC/BCO,15,20264534,538,567,5.390334572490707,779.9333333333333,,standard
eil76,76,ABC/BCO,16,20264535,538,558,3.717472118959108,780.1,,standard
eil76,76,ABC/BCO,17,20264536,538,588,9.293680297397769,775.6,,standard
eil76,76,ABC/BCO,18,20264537,538,571,6.133828996282528,769.2333333333333,,standard
eil76,76,ABC/BCO,19,20264538,538,568,5.576208178438661,774.1,,standard
eil76,76,ABC/BCO,20,20264539,538,569,5.762081784386617,784.8,,standard
eil76,76,ABC/BCO,21,20264540,538,581,7.992565055762082,779.0333333333333,,standard
eil76,76,ABC/BCO,22,20264541,538,587,9.107806691449817,791.0666666666667,,standard
eil76,76,ABC/BCO,23,20264542,538,590,9.66542750929368,779.8,,standard
eil76,76,ABC/BCO,24,20264543,538,557,3.531598513011152,790.0,,standard
eil76,76,ABC/BCO,25,20264544,538,593,10.22304832713755,792.6333333333333,,standard
eil76,76,ABC/BCO,26,20264545,538,580,7.806691449814126,773.3666666666667,,standard
eil76,76,ABC/BCO,27,20264546,538,570,5.947955390334572,774.8,,standard
eil76,76,ABC/BCO,28,20264547,538,576,7.063197026022305,773.3333333333334,,standard
eil76,76,ABC/BCO,29,20264548,538,577,7.24907063197026,773.9666666666667,,standard
eil76,76,ABC/BCO,30,20264549,538,568,5.576208178438661,777.1666666666666,,standard
kroA100,100,SA,1,20261520,21282,29430,38.28587538765154,29430.0,,standard
kroA100,100,SA,2,20261521,21282,30501,43.31829715252326,30501.0,,standard
kroA100,100,SA,3,20261522,21282,29805,40.04792782633211,29805.0,,standard
kroA100,100,SA,4,20261523,21282,30301,42.37853585189362,30301.0,,standard
kroA100,100,SA,5,20261524,21282,28124,32.14923409453998,28124.0,,standard
kroA100,100,SA,6,20261525,21282,29888,40.43792876609341,29890.0,,standard
kroA100,100,SA,7,20261526,21282,27492,29.17958838455032,27492.0,,standard
kroA100,100,SA,8,20261527,21282,29030,36.40635278639225,29030.0,,standard
kroA100,100,SA,9,20261528,21282,33164,55.83121887040691,33164.0,,standard
kroA100,100,SA,10,20261529,21282,29048,36.49093130344893,29048.0,,standard
kroA100,100,SA,11,20261530,21282,33050,55.29555492904802,33050.0,,standard
kroA100,100,SA,12,20261531,21282,31210,46.64975096325534,31210.0,,standard
kroA100,100,SA,13,20261532,21282,29755,39.8129875011747,29755.0,,standard
kroA100,100,SA,14,20261533,21282,29547,38.83563574851988,29547.0,,standard
kroA100,100,SA,15,20261534,21282,27861,30.91344798421201,27861.0,,standard
kroA100,100,SA,16,20261535,21282,32419,52.33060802556151,32419.0,,standard
kroA100,100,SA,17,20261536,21282,29747,39.77539704914952,29747.0,,standard
kroA100,100,SA,18,20261537,21282,28263,32.80236819847759,28263.0,,standard
kroA100,100,SA,19,20261538,21282,31652,48.72662343764684,31652.0,,standard
kroA100,100,SA,20,20261539,21282,29273,37.54816276665727,29273.0,,standard
kroA100,100,SA,21,20261540,21282,29877,40.38624189455878,29877.0,,standard
kroA100,100,SA,22,20261541,21282,27763,30.45296494690349,27763.0,,standard
kroA100,100,SA,23,20261542,21282,29091,36.6929799830843,29091.0,,standard
kroA100,100,SA,24,20261543,21282,28976,36.15261723522225,28976.0,,standard
kroA100,100,SA,25,20261544,21282,30024,41.07696645052157,30024.0,,standard
kroA100,100,SA,26,20261545,21282,29251,37.44478902358801,29251.0,,standard
kroA100,100,SA,27,20261546,21282,33192,55.96278545249507,33192.0,,standard
kroA100,100,SA,28,20261547,21282,30045,41.17564138708768,30045.0,,standard
kroA100,100,SA,29,20261548,21282,32468,52.56084954421577,32468.0,,standard
kroA100,100,SA,30,20261549,21282,30734,44.41311906775679,30734.0,,standard
kroA100,100,GA,1,20262520,21282,25832,21.37956958932431,27065.6,,standard
kroA100,100,GA,2,20262521,21282,25336,19.04896156376281,26617.3,,standard
kroA100,100,GA,3,20262522,21282,25543,20.02161450991448,26614.675,,standard
kroA100,100,GA,4,20262523,21282,26409,24.09078094164082,28066.65,,standard
kroA100,100,GA,5,20262524,21282,25604,20.30824170660652,26499.675,,standard
kroA100,100,GA,6,20262525,21282,27131,27.48331923691383,28385.125,,standard
kroA100,100,GA,7,20262526,21282,27001,26.87247439150456,27993.75,,standard
kroA100,100,GA,8,20262527,21282,23209,9.054600131566582,25052.7,,standard
kroA100,100,GA,9,20262528,21282,24862,16.82172728127056,25386.875,,standard
kroA100,100,GA,10,20262529,21282,25676,20.64655577483319,26537.425,,standard
kroA100,100,GA,11,20262530,21282,23474,10.29978385490086,24607.525,,standard
kroA100,100,GA,12,20262531,21282,25378,19.24631143689503,26593.075,,standard
kroA100,100,GA,13,20262532,21282,25235,18.57438210694484,26094.55,,standard
kroA100,100,GA,14,20262533,21282,26587,24.9271684992012,27850.65,,standard
kroA100,100,GA,15,20262534,21282,23896,12.2826801992294,25384.4,,standard
kroA100,100,GA,16,20262535,21282,24727,16.18738840334555,25627.2,,standard
kroA100,100,GA,17,20262536,21282,28052,31.81092002631332,29097.875,,standard
kroA100,100,GA,18,20262537,21282,24933,17.15534254299408,26214.55,,standard
kroA100,100,GA,19,20262538,21282,26100,22.63884973216803,26285.275,,standard
kroA100,100,GA,20,20262539,21282,26017,22.24884879240673,27578.375,,standard
kroA100,100,GA,21,20262540,21282,25596,20.27065125458133,26577.05,,standard
kroA100,100,GA,22,20262541,21282,27408,28.78488863828587,29222.575,,standard
kroA100,100,GA,23,20262542,21282,24485,15.05027722958368,25484.575,,standard
kroA100,100,GA,24,20262543,21282,25048,17.69570529085612,26275.65,,standard
kroA100,100,GA,25,20262544,21282,23373,9.825204398082889,24446.875,,standard
kroA100,100,GA,26,20262545,21282,23388,9.89568649563011,24980.85,,standard
kroA100,100,GA,27,20262546,21282,23662,11.18315947749272,24177.175,,standard
kroA100,100,GA,28,20262547,21282,23473,10.29508504839771,24218.625,,standard
kroA100,100,GA,29,20262548,21282,27057,27.13560755568086,28811.925,,standard
kroA100,100,GA,30,20262549,21282,26259,23.38595996616859,27352.725,,standard
kroA100,100,ACO,1,20263520,21282,23057,8.340381543088055,23057.0,,standard
kroA100,100,ACO,2,20263521,21282,21694,1.935908279297058,21694.0,,standard
kroA100,100,ACO,3,20263522,21282,21682,1.87952260125928,21682.0,,standard
kroA100,100,ACO,4,20263523,21282,21990,3.326755004228926,21990.0,,standard
kroA100,100,ACO,5,20263524,21282,22209,4.355793628418382,22209.0,,standard
kroA100,100,ACO,6,20263525,21282,22561,6.009773517526548,22561.0,,standard
kroA100,100,ACO,7,20263526,21282,21789,2.382294897096138,21797.6,,standard
kroA100,100,ACO,8,20263527,21282,22241,4.506155436519125,22241.0,,standard
kroA100,100,ACO,9,20263528,21282,22342,4.980734893337092,22342.0,,standard
kroA100,100,ACO,10,20263529,21282,21877,2.79578986937318,24899.73333333333,,standard
kroA100,100,ACO,11,20263530,21282,22227,4.44037214547505,22227.0,,standard
kroA100,100,ACO,12,20263531,21282,22049,3.603984587914669,22049.0,,standard
kroA100,100,ACO,13,20263532,21282,21822,2.537355511700028,21881.93333333333,,standard
kroA100,100,ACO,14,20263533,21282,21446,0.7706042665163049,21446.0,,standard
kroA100,100,ACO,15,20263534,21282,21770,2.293017573536322,21770.0,,standard
kroA100,100,ACO,16,20263535,21282,22059,3.650972652946152,22059.0,,standard
kroA100,100,ACO,17,20263536,21282,21697,1.950004698806503,21724.53333333333,,standard
kroA100,100,ACO,18,20263537,21282,22890,7.555680857062306,22890.0,,standard
kroA100,100,ACO,19,20263538,21282,22051,3.613382200920966,22051.0,,standard
kroA100,100,ACO,20,20263539,21282,21864,2.734705384832253,21864.0,,standard
kroA100,100,ACO,21,20263540,21282,21676,1.851329762240391,22012.56666666667,,standard
kroA100,100,ACO,22,20263541,21282,21947,3.124706324593553,21947.0,,standard
kroA100,100,ACO,23,20263542,21282,22084,3.768442815524857,22084.0,,standard
kroA100,100,ACO,24,20263543,21282,22653,6.442063715816182,22738.86666666666,,standard
kroA100,100,ACO,25,20263544,21282,22220,4.407480499953012,22220.0,,standard
kroA100,100,ACO,26,20263545,21282,21996,3.354947843247816,21996.0,,standard
kroA100,100,ACO,27,20263546,21282,23582,10.80725495724086,23584.63333333333,,standard
kroA100,100,ACO,28,20263547,21282,22576,6.080255615073772,22576.0,,standard
kroA100,100,ACO,29,20263548,21282,22004,3.392538295273001,23170.96666666667,,standard
kroA100,100,ACO,30,20263549,21282,22214,4.379287660934123,22214.0,,standard
kroA100,100,ABC/BCO,1,20264520,21282,24463,14.94690348651443,45186.76666666667,,standard
kroA100,100,ABC/BCO,2,20264521,21282,23283,9.40231181279955,44654.66666666666,,standard
kroA100,100,ABC/BCO,3,20264522,21282,22910,7.64965698712527,45316.5,,standard
kroA100,100,ABC/BCO,4,20264523,21282,22678,6.559533878394888,45099.53333333333,,standard
kroA100,100,ABC/BCO,5,20264524,21282,22213,4.374588854430974,45497.73333333333,,standard
kroA100,100,ABC/BCO,6,20264525,21282,23480,10.32797669391974,45374.83333333334,,standard
kroA100,100,ABC/BCO,7,20264526,21282,23210,9.05929893806973,45660.86666666667,,standard
kroA100,100,ABC/BCO,8,20264527,21282,23070,8.401466027628983,45012.03333333333,,standard
kroA100,100,ABC/BCO,9,20264528,21282,23474,10.29978385490086,44721.63333333333,,standard
kroA100,100,ABC/BCO,10,20264529,21282,23285,9.411709425805846,45950.63333333333,,standard
kroA100,100,ABC/BCO,11,20264530,21282,22672,6.531341039375999,45848.6,,standard
kroA100,100,ABC/BCO,12,20264531,21282,22519,5.812423644394324,45042.13333333333,,standard
kroA100,100,ABC/BCO,13,20264532,21282,22379,5.154590733953576,44855.76666666667,,standard
kroA100,100,ABC/BCO,14,20264533,21282,22214,4.379287660934123,44109.23333333333,,standard
kroA100,100,ABC/BCO,15,20264534,21282,22233,4.468564984493939,45248.6,,standard
kroA100,100,ABC/BCO,16,20264535,21282,22387,5.192181185978761,45596.0,,standard
kroA100,100,ABC/BCO,17,20264536,21282,22693,6.630015975942111,45432.23333333333,,standard
kroA100,100,ABC/BCO,18,20264537,21282,23828,11.96316135701532,45379.43333333333,,standard
kroA100,100,ABC/BCO,19,20264538,21282,23510,10.46894088901419,44965.2,,standard
kroA100,100,ABC/BCO,20,20264539,21282,22921,7.7013438586599,45656.36666666667,,standard
kroA100,100,ABC/BCO,21,20264540,21282,22356,5.046518184381167,45276.66666666666,,standard
kroA100,100,ABC/BCO,22,20264541,21282,23839,12.01484822854995,45521.5,,standard
kroA100,100,ABC/BCO,23,20264542,21282,22462,5.544591673714876,44981.83333333334,,standard
kroA100,100,ABC/BCO,24,20264543,21282,22576,6.080255615073772,44985.33333333334,,standard
kroA100,100,ABC/BCO,25,20264544,21282,23939,12.48472887886477,45076.63333333333,,standard
kroA100,100,ABC/BCO,26,20264545,21282,23794,11.80340193590828,45777.93333333333,,standard
kroA100,100,ABC/BCO,27,20264546,21282,22493,5.69025467531247,44894.4,,standard
kroA100,100,ABC/BCO,28,20264547,21282,24433,14.80593929141998,45669.83333333334,,standard
kroA100,100,ABC/BCO,29,20264548,21282,22572,6.061460389061178,44407.06666666667,,standard
kroA100,100,ABC/BCO,30,20264549,21282,23888,12.24508974720421,45595.63333333333,,standard
lin318,318,SA,1,20261520,42029,111232,164.6553570153942,128589.0,,standard
lin318,318,SA,2,20261521,42029,108555,158.2859454186395,127346.0,,standard
lin318,318,SA,3,20261522,42029,104671,149.044707225963,135881.0,,standard
lin318,318,SA,4,20261523,42029,106424,153.2156368221942,128614.0,,standard
lin318,318,SA,5,20261524,42029,100094,138.1546075328939,120096.0,,standard
lin318,318,SA,6,20261525,42029,104130,147.7575007732756,134475.0,,standard
lin318,318,SA,7,20261526,42029,112548,167.786528349473,127662.0,,standard
lin318,318,SA,8,20261527,42029,110456,162.8090128244783,125362.0,,standard
lin318,318,SA,9,20261528,42029,106089,152.4185681315282,124490.0,,standard
lin318,318,SA,10,20261529,42029,96512,129.6319208165791,118374.0,,standard
lin318,318,SA,11,20261530,42029,108370,157.84577315663,123815.0,,standard
lin318,318,SA,12,20261531,42029,111752,165.8925979680697,124741.0,,standard
lin318,318,SA,13,20261532,42029,103139,145.399605034619,128511.0,,standard
lin318,318,SA,14,20261533,42029,95276,126.6910942444503,131786.0,,standard
lin318,318,SA,15,20261534,42029,111213,164.610150134431,124179.0,,standard
lin318,318,SA,16,20261535,42029,107001,154.5884984177592,123670.0,,standard
lin318,318,SA,17,20261536,42029,107122,154.8763948702087,126259.0,,standard
lin318,318,SA,18,20261537,42029,105530,151.088534107402,126375.0,,standard
lin318,318,SA,19,20261538,42029,98531,134.4357467462942,122499.0,,standard
lin318,318,SA,20,20261539,42029,102672,144.2884674867354,129193.0,,standard
lin318,318,SA,21,20261540,42029,97432,131.820885579005,120095.0,,standard
lin318,318,SA,22,20261541,42029,101450,141.3809512479478,130876.0,,standard
lin318,318,SA,23,20261542,42029,101739,142.0685717004925,129016.0,,standard
lin318,318,SA,24,20261543,42029,99249,136.1440909847962,122657.0,,standard
lin318,318,SA,25,20261544,42029,103549,146.3751219396131,123920.0,,standard
lin318,318,SA,26,20261545,42029,96542,129.7033001023103,116906.0,,standard
lin318,318,SA,27,20261546,42029,114258,171.855147636156,132574.0,,standard
lin318,318,SA,28,20261547,42029,100562,139.2681243903019,125044.0,,standard
lin318,318,SA,29,20261548,42029,110261,162.345047467225,126337.0,,standard
lin318,318,SA,30,20261549,42029,101096,140.5386756763187,125054.0,,standard
lin318,318,GA,1,20262520,42029,83829,99.45513811891789,85815.275,,standard
lin318,318,GA,2,20262521,42029,86972,106.9333079540318,88735.625,,standard
lin318,318,GA,3,20262522,42029,84238,100.4282757143877,86139.325,,standard
lin318,318,GA,4,20262523,42029,86384,105.5342739536986,87721.375,,standard
lin318,318,GA,5,20262524,42029,84058,100.0,85209.9,,standard
lin318,318,GA,6,20262525,42029,78027,85.65038425848819,80386.675,,standard
lin318,318,GA,7,20262526,42029,83732,99.22434509505342,85012.7,,standard
lin318,318,GA,8,20262527,42029,80874,92.42427847438674,83040.825,,standard
lin318,318,GA,9,20262528,42029,82791,96.98541483261558,84429.275,,standard
lin318,318,GA,10,20262529,42029,88341,110.1905826929025,89442.625,,standard
lin318,318,GA,11,20262530,42029,87612,108.4560660496324,90338.1,,standard
lin318,318,GA,12,20262531,42029,80922,92.5384853315568,84442.85,,standard
lin318,318,GA,13,20262532,42029,82440,96.1502771895596,85354.05,,standard
lin318,318,GA,14,20262533,42029,85044,102.3459991910348,87782.025,,standard
lin318,318,GA,15,20262534,42029,79583,89.35258987841728,81700.425,,standard
lin318,318,GA,16,20262535,42029,85591,103.6474815008684,87254.4,,standard
lin318,318,GA,17,20262536,42029,87450,108.0706179066835,89454.825,,standard
lin318,318,GA,18,20262537,42029,80879,92.4361750220086,82765.475,,standard
lin318,318,GA,19,20262538,42029,83856,99.51937947607604,84817.975,,standard
lin318,318,GA,20,20262539,42029,82638,96.62138047538603,84958.8,,standard
lin318,318,GA,21,20262540,42029,84560,101.1944133812368,86725.85,,standard
lin318,318,GA,22,20262541,42029,88456,110.4642032882058,90458.2,,standard
lin318,318,GA,23,20262542,42029,82020,95.15096718932166,82839.35,,standard
lin318,318,GA,24,20262543,42029,86703,106.2932736919746,89056.6,,standard
lin318,318,GA,25,20262544,42029,83052,97.60641461847771,85149.275,,standard
lin318,318,GA,26,20262545,42029,81775,94.56803635584951,83207.875,,standard
lin318,318,GA,27,20262546,42029,85649,103.7854814532823,87031.325,,standard
lin318,318,GA,28,20262547,42029,85260,102.8599300483,89545.85,,standard
lin318,318,GA,29,20262548,42029,80254,90.9491065692736,83933.175,,standard
lin318,318,GA,30,20262549,42029,82447,96.16693235623022,84107.6,,standard
lin318,318,ACO,1,20263520,42029,48347,15.03247757500773,53480.93333333333,,standard
lin318,318,ACO,2,20263521,42029,46266,10.08113445478122,49646.43333333333,,standard
lin318,318,ACO,3,20263522,42029,46662,11.02334102643413,48506.93333333333,,standard
lin318,318,ACO,4,20263523,42029,46610,10.89961693116658,46996.93333333333,,standard
lin318,318,ACO,5,20263524,42029,46583,10.83537557400842,48477.3,,standard
lin318,318,ACO,6,20263525,42029,50047,19.07730376644698,55954.2,,standard
lin318,318,ACO,7,20263526,42029,45818,9.015203787860765,45818.0,,standard
lin318,318,ACO,8,20263527,42029,48886,16.31492540864641,50372.63333333333,,standard
lin318,318,ACO,9,20263528,42029,46105,9.698065621356683,46140.0,,standard
lin318,318,ACO,10,20263529,42029,47401,12.78165076494801,51361.4,,standard
lin318,318,ACO,11,20263530,42029,49156,16.95733898022794,52409.6,,standard
lin318,318,ACO,12,20263531,42029,46484,10.5998239310952,47446.46666666667,,standard
lin318,318,ACO,13,20263532,42029,48602,15.63920150372362,53306.86666666667,,standard
lin318,318,ACO,14,20263533,42029,48170,14.61133978919318,48910.7,,standard
lin318,318,ACO,15,20263534,42029,47905,13.98082276523353,51752.76666666667,,standard
lin318,318,ACO,16,20263535,42029,48288,14.89209831306955,50369.13333333333,,standard
lin318,318,ACO,17,20263536,42029,46304,10.17154821670751,46372.26666666667,,standard
lin318,318,ACO,18,20263537,42029,47956,14.10216755097671,50011.26666666667,,standard
lin318,318,ACO,19,20263538,42029,47026,11.889409693307,52145.76666666667,,standard
lin318,318,ACO,20,20263539,42029,47388,12.75071974113112,47399.63333333333,,standard
lin318,318,ACO,21,20263540,42029,46171,9.8551000499655,46171.0,,standard
lin318,318,ACO,22,20263541,42029,47236,12.38906469342597,49589.26666666667,,standard
lin318,318,ACO,23,20263542,42029,47616,13.29320231268886,53563.83333333334,,standard
lin318,318,ACO,24,20263543,42029,47113,12.09640962192772,48872.2,,standard
lin318,318,ACO,25,20263544,42029,46075,9.6266863356254,47953.2,,standard
lin318,318,ACO,26,20263545,42029,47707,13.50971947940708,52690.13333333333,,standard
lin318,318,ACO,27,20263546,42029,46912,11.61816840752814,48762.63333333333,,standard
lin318,318,ACO,28,20263547,42029,47045,11.93461657427015,49796.6,,standard
lin318,318,ACO,29,20263548,42029,48935,16.43151157534083,52890.46666666667,,standard
lin318,318,ACO,30,20263549,42029,46230,9.995479311903686,47313.16666666666,,standard
lin318,318,ABC/BCO,1,20264520,42029,58006,38.01422827095577,244675.1,,standard
lin318,318,ABC/BCO,2,20264521,42029,58403,38.95881415213305,243360.1,,standard
lin318,318,ABC/BCO,3,20264522,42029,56823,35.19950510361893,245668.1,,standard
lin318,318,ABC/BCO,4,20264523,42029,58050,38.11891789002832,244040.0,,standard
