instance,algorithm,run,iteration_index,best_length,gap_percent
berlin52,SA,1,89,17549,132.68363829223017
berlin52,SA,1,90,17549,132.68363829223017
berlin52,SA,1,91,17549,132.68363829223017
berlin52,SA,1,92,17549,132.68363829223017
berlin52,SA,1,93,17549,132.68363829223017
berlin52,SA,1,94,17549,132.68363829223017
berlin52,SA,1,95,17549,132.68363829223017
berlin52,SA,1,96,17549,132.68363829223017
berlin52,SA,1,97,17549,132.68363829223017
berlin52,SA,1,98,17549,132.68363829223017
berlin52,SA,1,99,17549,132.68363829223017
berlin52,SA,1,100,17549,132.68363829223017
berlin52,SA,1,101,17549,132.68363829223017
berlin52,SA,1,102,17549,132.68363829223017
berlin52,SA,1,103,17549,132.68363829223017
berlin52,SA,1,104,17549,132.68363829223017
berlin52,SA,1,105,17549,132.68363829223017
berlin52,SA,1,106,17549,132.68363829223017
berlin52,SA,1,107,17549,132.68363829223017
berlin52,SA,1,108,17549,132.68363829223017
berlin52,SA,1,109,17549,132.68363829223017
berlin52,SA,1,110,17549,132.68363829223017
berlin52,SA,1,111,17549,132.68363829223017
berlin52,SA,1,112,17549,132.68363829223017
berlin52,SA,1,113,17549,132.68363829223017
berlin52,SA,1,114,17549,132.68363829223017
berlin52,SA,1,115,17549,132.68363829223017
berlin52,SA,1,116,17549,132.68363829223017
berlin52,SA,1,117,17549,132.68363829223017
berlin52,SA,1,118,17549,132.68363829223017
berlin52,SA,1,119,17549,132.68363829223017
berlin52,SA,1,120,17549,132.68363829223017
berlin52,SA,1,121,17549,132.68363829223017
berlin52,SA,1,122,17549,132.68363829223017
berlin52,SA,1,123,17549,132.68363829223017
berlin52,SA,1,124,17549,132.68363829223017
berlin52,SA,1,125,17549,132.68363829223017
berlin52,SA,1,126,17549,132.68363829223017
berlin52,SA,1,127,17549,132.68363829223017
berlin52,SA,1,128,17549,132.68363829223017
berlin52,SA,1,129,17549,132.68363829223017
berlin52,SA,1,130,17549,132.68363829223017
berlin52,SA,1,131,17549,132.68363829223017
berlin52,SA,1,132,17549,132.68363829223017
berlin52,SA,1,133,17549,132.68363829223017
berlin52,SA,1,134,17549,132.68363829223017
berlin52,SA,1,135,17549,132.68363829223017
berlin52,SA,1,136,17549,132.68363829223017
berlin52,SA,1,137,17549,132.68363829223017
berlin52,SA,1,138,17549,132.68363829223017
berlin52,SA,1,139,17549,132.68363829223017
berlin52,SA,1,140,17549,132.68363829223017
berlin52,SA,1,141,17549,132.68363829223017
berlin52,SA,1,142,17549,132.68363829223017
berlin52,SA,1,143,17549,132.68363829223017
berlin52,SA,1,144,17549,132.68363829223017
berlin52,SA,1,145,17549,132.68363829223017
berlin52,SA,1,146,17549,132.68363829223017
berlin52,SA,1,147,17549,132.68363829223017
berlin52,SA,1,148,17549,132.68363829223017
berlin52,SA,1,149,17549,132.68363829223017
berlin52,SA,1,150,17549,132.68363829223017
berlin52,SA,1,151,17549,132.68363829223017
berlin52,SA,1,152,17549,132.68363829223017
berlin52,SA,1,153,17549,132.68363829223017
berlin52,SA,1,154,17549,132.68363829223017
berlin52,SA,1,155,17549,132.68363829223017
berlin52,SA,1,156,17549,132.68363829223017
berlin52,SA,1,157,17549,132.68363829223017
berlin52,SA,1,158,17549,132.68363829223017
berlin52,SA,1,159,17549,132.68363829223017
berlin52,SA,1,160,17549,132.68363829223017
berlin52,SA,1,161,17549,132.68363829223017
berlin52,SA,1,162,17549,132.68363829223017
berlin52,SA,1,163,17549,132.68363829223017
berlin52,SA,1,164,17549,132.68363829223017
berlin52,SA,1,165,17549,132.68363829223017
berlin52,SA,1,166,17549,132.68363829223017
berlin52,SA,1,167,17549,132.68363829223017
berlin52,SA,1,168,17549,132.68363829223017
berlin52,SA,1,169,17549,132.68363829223017
berlin52,SA,1,170,17549,132.68363829223017
berlin52,SA,1,171,17549,132.68363829223017
berlin52,SA,1,172,17549,132.68363829223017
berlin52,SA,1,173,17549,132.68363829223017
berlin52,SA,1,174,17549,132.68363829223017
berlin52,SA,1,175,17549,132.68363829223017
berlin52,SA,1,176,17549,132.68363829223017
berlin52,SA,1,177,17549,132.68363829223017
berlin52,SA,1,178,17549,132.68363829223017
berlin52,SA,1,179,17549,132.68363829223017
berlin52,SA,1,180,17549,132.68363829223017
berlin52,SA,1,181,17549,132.68363829223017
berlin52,SA,1,182,17549,132.68363829223017
berlin52,SA,1,183,17549,132.68363829223017
berlin52,SA,1,184,17549,132.68363829223017
berlin52,SA,1,185,17549,132.68363829223017
berlin52,SA,1,186,17549,132.68363829223017
berlin52,SA,1,187,17549,132.68363829223017
berlin52,SA,1,188,17549,132.68363829223017
berlin52,SA,1,189,17549,132.68363829223017
berlin52,SA,1,190,17549,132.68363829223017
berlin52,SA,1,191,17549,132.68363829223017
berlin52,SA,1,192,17549,132.68363829223017
berlin52,SA,1,193,17549,132.68363829223017
berlin52,SA,1,194,17549,132.68363829223017
berlin52,SA,1,195,17549,132.68363829223017
berlin52,SA,1,196,17549,132.68363829223017
berlin52,SA,1,197,17549,132.68363829223017
berlin52,SA,1,198,17549,132.68363829223017
berlin52,SA,1,199,17549,132.68363829223017
berlin52,SA,1,200,17549,132.68363829223017
berlin52,SA,1,201,17549,132.68363829223017
berlin52,SA,1,202,17549,132.68363829223017
berlin52,SA,1,203,17549,132.68363829223017
berlin52,SA,1,204,17549,132.68363829223017
berlin52,SA,1,205,17549,132.68363829223017
berlin52,SA,1,206,17549,132.68363829223017
berlin52,SA,1,207,17549,132.68363829223017
berlin52,SA,1,208,17549,132.68363829223017
berlin52,SA,1,209,17549,132.68363829223017
berlin52,SA,1,210,17549,132.68363829223017
berlin52,SA,1,211,17549,132.68363829223017
berlin52,SA,1,212,17549,132.68363829223017
berlin52,SA,1,213,17549,132.68363829223017
berlin52,SA,1,214,17549,132.68363829223017
berlin52,SA,1,215,17549,132.68363829223017
berlin52,SA,1,216,17549,132.68363829223017
berlin52,SA,1,217,17549,132.68363829223017
berlin52,SA,1,218,17549,132.68363829223017
berlin52,SA,1,219,17549,132.68363829223017
berlin52,SA,1,220,17549,132.68363829223017
berlin52,SA,1,221,17549,132.68363829223017
berlin52,SA,1,222,17549,132.68363829223017
berlin52,SA,1,223,17549,132.68363829223017
berlin52,SA,1,224,17549,132.68363829223017
berlin52,SA,1,225,17549,132.68363829223017
berlin52,SA,1,226,17549,132.68363829223017
berlin52,SA,1,227,17549,132.68363829223017
berlin52,SA,1,228,17549,132.68363829223017
berlin52,SA,1,229,17549,132.68363829223017
berlin52,SA,1,230,17549,132.68363829223017
berlin52,SA,1,231,17549,132.68363829223017
berlin52,SA,1,232,17549,132.68363829223017
berlin52,SA,1,233,17549,132.68363829223017
berlin52,SA,1,234,17549,132.68363829223017
berlin52,SA,1,235,17549,132.68363829223017
berlin52,SA,1,236,17549,132.68363829223017
berlin52,SA,1,237,17549,132.68363829223017
berlin52,SA,1,238,17549,132.68363829223017
berlin52,SA,1,239,17549,132.68363829223017
berlin52,SA,1,240,17549,132.68363829223017
berlin52,SA,1,241,17549,132.68363829223017
berlin52,SA,1,242,17549,132.68363829223017
berlin52,SA,1,243,17549,132.68363829223017
berlin52,SA,1,244,17549,132.68363829223017
berlin52,SA,1,245,17549,132.68363829223017
berlin52,SA,1,246,17549,132.68363829223017
berlin52,SA,1,247,17549,132.68363829223017
berlin52,SA,1,248,17549,132.68363829223017
berlin52,SA,1,249,17549,132.68363829223017
berlin52,SA,2,0,18168,140.89101034208431
berlin52,SA,2,1,18168,140.89101034208431
berlin52,SA,2,2,18168,140.89101034208431
berlin52,SA,2,3,18168,140.89101034208431
berlin52,SA,2,4,18168,140.89101034208431
berlin52,SA,2,5,18168,140.89101034208431
berlin52,SA,2,6,18168,140.89101034208431
berlin52,SA,2,7,18168,140.89101034208431
berlin52,SA,2,8,18168,140.89101034208431
berlin52,SA,2,9,18168,140.89101034208431
berlin52,SA,2,10,18168,140.89101034208431
berlin52,SA,2,11,18168,140.89101034208431
berlin52,SA,2,12,18168,140.89101034208431
berlin52,SA,2,13,18168,140.89101034208431
berlin52,SA,2,14,18168,140.89101034208431
berlin52,SA,2,15,18168,140.89101034208431
berlin52,SA,2,16,18168,140.89101034208431
berlin52,SA,2,17,18168,140.89101034208431
berlin52,SA,2,18,18168,140.89101034208431
berlin52,SA,2,19,18168,140.89101034208431
berlin52,SA,2,20,18168,140.89101034208431
berlin52,SA,2,21,18168,140.89101034208431
berlin52,SA,2,22,18168,140.89101034208431
berlin52,SA,2,23,18168,140.89101034208431
berlin52,SA,2,24,18168,140.89101034208431
berlin52,SA,2,25,18168,140.89101034208431
berlin52,SA,2,26,18168,140.89101034208431
berlin52,SA,2,27,18168,140.89101034208431
berlin52,SA,2,28,18168,140.89101034208431
berlin52,SA,2,29,18168,140.89101034208431
berlin52,SA,2,30,18168,140.89101034208431
berlin52,SA,2,31,18168,140.89101034208431
berlin52,SA,2,32,18168,140.89101034208431
berlin52,SA,2,33,18168,140.89101034208431
berlin52,SA,2,34,18168,140.89101034208431
berlin52,SA,2,35,18168,140.89101034208431
berlin52,SA,2,36,18168,140.89101034208431
berlin52,SA,2,37,18168,140.89101034208431
berlin52,SA,2,38,18168,140.89101034208431
berlin52,SA,2,39,18168,140.89101034208431
berlin52,SA,2,40,18168,140.89101034208431
berlin52,SA,2,41,18168,140.89101034208431
berlin52,SA,2,42,18168,140.89101034208431
berlin52,SA,2,43,18168,140.89101034208431
berlin52,SA,2,44,18168,140.89101034208431
berlin52,SA,2,45,18168,140.89101034208431
berlin52,SA,2,46,18168,140.89101034208431
berlin52,SA,2,47,18168,140.89101034208431
berlin52,SA,2,48,18168,140.89101034208431
berlin52,SA,2,49,18168,140.89101034208431
berlin52,SA,2,50,18168,140.89101034208431
berlin52,SA,2,51,18168,140.89101034208431
berlin52,SA,2,52,18168,140.89101034208431
berlin52,SA,2,53,18168,140.89101034208431
berlin52,SA,2,54,18168,140.89101034208431
berlin52,SA,2,55,18168,140.89101034208431
berlin52,SA,2,56,18168,140.89101034208431
berlin52,SA,2,57,18168,140.89101034208431
berlin52,SA,2,58,18168,140.89101034208431
berlin52,SA,2,59,18168,140.89101034208431
berlin52,SA,2,60,18168,140.89101034208431
berlin52,SA,2,61,18168,140.89101034208431
berlin52,SA,2,62,18168,140.89101034208431
berlin52,SA,2,63,18168,140.89101034208431
berlin52,SA,2,64,18168,140.89101034208431
berlin52,SA,2,65,18168,140.89101034208431
berlin52,SA,2,66,18168,140.89101034208431
berlin52,SA,2,67,18168,140.89101034208431
berlin52,SA,2,68,18168,140.89101034208431
berlin52,SA,2,69,18168,140.89101034208431
berlin52,SA,2,70,18168,140.89101034208431
berlin52,SA,2,71,18168,140.89101034208431
berlin52,SA,2,72,18168,140.89101034208431
berlin52,SA,2,73,18168,140.89101034208431
berlin52,SA,2,74,18168,140.89101034208431
berlin52,SA,2,75,18168,140.89101034208431
berlin52,SA,2,76,18168,140.89101034208431
berlin52,SA,2,77,18168,140.89101034208431
berlin52,SA,2,78,18168,140.89101034208431
berlin52,SA,2,79,18168,140.89101034208431
berlin52,SA,2,80,18168,140.89101034208431
berlin52,SA,2,81,18168,140.89101034208431
berlin52,SA,2,82,18168,140.89101034208431
berlin52,SA,2,83,18168,140.89101034208431
berlin52,SA,2,84,18168,140.89101034208431
berlin52,SA,2,85,18168,140.89101034208431
berlin52,SA,2,86,18168,140.89101034208431
berlin52,SA,2,87,18168,140.89101034208431
berlin52,SA,2,88,18168,140.89101034208431
berlin52,SA,2,89,18168,140.89101034208431
berlin52,SA,2,90,18168,140.89101034208431
berlin52,SA,2,91,18168,140.89101034208431
berlin52,SA,2,92,18168,140.89101034208431
berlin52,SA,2,93,18168,140.89101034208431
berlin52,SA,2,94,18168,140.89101034208431
berlin52,SA,2,95,18168,140.89101034208431
berlin52,SA,2,96,18168,140.89101034208431
berlin52,SA,2,97,18168,140.89101034208431
berlin52,SA,2,98,18168,140.89101034208431
berlin52,SA,2,99,18168,140.89101034208431
berlin52,SA,2,100,18168,140.89101034208431
berlin52,SA,2,101,18168,140.89101034208431
berlin52,SA,2,102,18168,140.89101034208431
berlin52,SA,2,103,18168,140.89101034208431
berlin52,SA,2,104,18168,140.89101034208431
berlin52,SA,2,105,18168,140.89101034208431
berlin52,SA,2,106,18168,140.89101034208431
berlin52,SA,2,107,18168,140.89101034208431
berlin52,SA,2,108,18168,140.89101034208431
berlin52,SA,2,109,18168,140.89101034208431
berlin52,SA,2,110,18168,140.89101034208431
berlin52,SA,2,111,18168,140.89101034208431
berlin52,SA,2,112,18168,140.89101034208431
berlin52,SA,2,113,18168,140.89101034208431
berlin52,SA,2,114,18168,140.89101034208431
berlin52,SA,2,115,18168,140.89101034208431
berlin52,SA,2,116,18168,140.89101034208431
berlin52,SA,2,117,18168,140.89101034208431
berlin52,SA,2,118,18168,140.89101034208431
berlin52,SA,2,119,18168,140.89101034208431
berlin52,SA,2,120,18168,140.89101034208431
berlin52,SA,2,121,18168,140.89101034208431
berlin52,SA,2,122,18168,140.89101034208431
berlin52,SA,2,123,18168,140.89101034208431
berlin52,SA,2,124,18168,140.89101034208431
berlin52,SA,2,125,18168,140.89101034208431
berlin52,SA,2,126,18168,140.89101034208431
berlin52,SA,2,127,18168,140.89101034208431
berlin52,SA,2,128,18168,140.89101034208431
berlin52,SA,2,129,18168,140.89101034208431
berlin52,SA,2,130,18168,140.89101034208431
berlin52,SA,2,131,18168,140.89101034208431
berlin52,SA,2,132,18168,140.89101034208431
berlin52,SA,2,133,18168,140.89101034208431
berlin52,SA,2,134,18168,140.89101034208431
berlin52,SA,2,135,18168,140.89101034208431
berlin52,SA,2,136,18168,140.89101034208431
berlin52,SA,2,137,18168,140.89101034208431
berlin52,SA,2,138,18168,140.89101034208431
berlin52,SA,2,139,18168,140.89101034208431
berlin52,SA,2,140,18168,140.89101034208431
berlin52,SA,2,141,18168,140.89101034208431
berlin52,SA,2,142,18168,140.89101034208431
berlin52,SA,2,143,18168,140.89101034208431
berlin52,SA,2,144,18168,140.89101034208431
berlin52,SA,2,145,18168,140.89101034208431
berlin52,SA,2,146,18168,140.89101034208431
berlin52,SA,2,147,18168,140.89101034208431
berlin52,SA,2,148,18168,140.89101034208431
berlin52,SA,2,149,18168,140.89101034208431
berlin52,SA,2,150,18168,140.89101034208431
berlin52,SA,2,151,18168,140.89101034208431
berlin52,SA,2,152,18168,140.89101034208431
berlin52,SA,2,153,18168,140.89101034208431
berlin52,SA,2,154,18168,140.89101034208431
berlin52,SA,2,155,18168,140.89101034208431
berlin52,SA,2,156,18168,140.89101034208431
berlin52,SA,2,157,18168,140.89101034208431
berlin52,SA,2,158,18168,140.89101034208431
berlin52,SA,2,159,18168,140.89101034208431
berlin52,SA,2,160,18168,140.89101034208431
berlin52,SA,2,161,18168,140.89101034208431
berlin52,SA,2,162,18168,140.89101034208431
berlin52,SA,2,163,18168,140.89101034208431
berlin52,SA,2,164,18168,140.89101034208431
berlin52,SA,2,165,18168,140.89101034208431
berlin52,SA,2,166,18168,140.89101034208431
berlin52,SA,2,167,18168,140.89101034208431
berlin52,SA,2,168,18168,140.89101034208431
berlin52,SA,2,169,18168,140.89101034208431
berlin52,SA,2,170,18168,140.89101034208431
berlin52,SA,2,171,18168,140.89101034208431
berlin52,SA,2,172,18168,140.89101034208431
berlin52,SA,2,173,18168,140.89101034208431
berlin52,SA,2,174,18168,140.89101034208431
berlin52,SA,2,175,18168,140.89101034208431
berlin52,SA,2,176,18168,140.89101034208431
berlin52,SA,2,177,18168,140.89101034208431
berlin52,SA,2,178,18168,140.89101034208431
berlin52,SA,2,179,18168,140.89101034208431
berlin52,SA,2,180,18168,140.89101034208431
berlin52,SA,2,181,18168,140.89101034208431
berlin52,SA,2,182,18168,140.89101034208431
berlin52,SA,2,183,18168,140.89101034208431
berlin52,SA,2,184,18168,140.89101034208431
berlin52,SA,2,185,18168,140.89101034208431
berlin52,SA,2,186,18168,140.89101034208431
berlin52,SA,2,187,18168,140.89101034208431
berlin52,SA,2,188,18168,140.89101034208431
berlin52,SA,2,189,18168,140.89101034208431
berlin52,SA,2,190,18168,140.89101034208431
berlin52,SA,2,191,18168,140.89101034208431
berlin52,SA,2,192,18168,140.89101034208431
berlin52,SA,2,193,18168,140.89101034208431
berlin52,SA,2,194,18168,140.89101034208431
berlin52,SA,2,195,18168,140.89101034208431
berlin52,SA,2,196,18168,140.89101034208431
berlin52,SA,2,197,18168,140.89101034208431
berlin52,SA,2,198,18168,140.89101034208431
berlin52,SA,2,199,18168,140.89101034208431
berlin52,SA,2,200,18168,140.89101034208431
berlin52,SA,2,201,18168,140.89101034208431
berlin52,SA,2,202,18168,140.89101034208431
berlin52,SA,2,203,18168,140.89101034208431
berlin52,SA,2,204,18168,140.89101034208431
berlin52,SA,2,205,18168,140.89101034208431
berlin52,SA,2,206,18168,140.89101034208431
berlin52,SA,2,207,18168,140.89101034208431
berlin52,SA,2,208,18168,140.89101034208431
berlin52,SA,2,209,18168,140.89101034208431
berlin52,SA,2,210,18168,140.89101034208431
berlin52,SA,2,211,18168,140.89101034208431
berlin52,SA,2,212,18168,140.89101034208431
berlin52,SA,2,213,18168,140.89101034208431
berlin52,SA,2,214,18168,140.89101034208431
berlin52,SA,2,215,18168,140.89101034208431
berlin52,SA,2,216,18168,140.89101034208431
berlin52,SA,2,217,18168,140.89101034208431
berlin52,SA,2,218,18168,140.89101034208431
berlin52,SA,2,219,18168,140.89101034208431
berlin52,SA,2,220,18168,140.89101034208431
berlin52,SA,2,221,18168,140.89101034208431
berlin52,SA,2,222,18168,140.89101034208431
berlin52,SA,2,223,18168,140.89101034208431
berlin52,SA,2,224,18168,140.89101034208431
berlin52,SA,2,225,18168,140.89101034208431
berlin52,SA,2,226,18168,140.89101034208431
berlin52,SA,2,227,18168,140.89101034208431
berlin52,SA,2,228,18168,140.89101034208431
berlin52,SA,2,229,18168,140.89101034208431
berlin52,SA,2,230,18168,140.89101034208431
berlin52,SA,2,231,18168,140.89101034208431
berlin52,SA,2,232,18168,140.89101034208431
berlin52,SA,2,233,18168,140.89101034208431
berlin52,SA,2,234,18168,140.89101034208431
berlin52,SA,2,235,18168,140.89101034208431
berlin52,SA,2,236,18168,140.89101034208431
berlin52,SA,2,237,18168,140.89101034208431
berlin52,SA,2,238,18168,140.89101034208431
berlin52,SA,2,239,18168,140.89101034208431
berlin52,SA,2,240,18168,140.89101034208431
berlin52,SA,2,241,18168,140.89101034208431
berlin52,SA,2,242,18168,140.89101034208431
berlin52,SA,2,243,18168,140.89101034208431
berlin52,SA,2,244,18168,140.89101034208431
berlin52,SA,2,245,18168,140.89101034208431
berlin52,SA,2,246,18168,140.89101034208431
berlin52,SA,2,247,18168,140.89101034208431
berlin52,SA,2,248,18168,140.89101034208431
berlin52,SA,2,249,18168,140.89101034208431
berlin52,GA,1,0,15645,107.43834526650755
berlin52,GA,1,1,15645,107.43834526650755
berlin52,GA,1,2,15645,107.43834526650755
berlin52,GA,1,3,15645,107.43834526650755
berlin52,GA,1,4,15645,107.43834526650755
berlin52,GA,1,5,15533,105.95332802970034
berlin52,GA,1,6,15501,105.52903739061257
berlin52,GA,1,7,15501,105.52903739061257
berlin52,GA,1,8,15042,99.44311853619729
berlin52,GA,1,9,15042,99.44311853619729
berlin52,GA,1,10,14837,96.72500662954124
berlin52,GA,1,11,14837,96.72500662954124
berlin52,GA,1,12,14837,96.72500662954124
berlin52,GA,1,13,14837,96.72500662954124
berlin52,GA,1,14,14483,92.03129143463272
berlin52,GA,1,15,14483,92.03129143463272
berlin52,GA,1,16,14483,92.03129143463272
berlin52,GA,1,17,14483,92.03129143463272
berlin52,GA,1,18,14483,92.03129143463272
berlin52,GA,1,19,14265,89.14081145584726
berlin52,GA,1,20,14265,89.14081145584726
berlin52,GA,1,21,14102,86.9795810129939
berlin52,GA,1,22,13181,74.76796605674888
berlin52,GA,1,23,13174,74.67515247944843
berlin52,GA,1,24,13030,72.76584460355343
berlin52,GA,1,25,12962,71.86422699549192
berlin52,GA,1,26,12371,64.02810925483956
berlin52,GA,1,27,12371,64.02810925483956
berlin52,GA,1,28,12371,64.02810925483956
berlin52,GA,1,29,12371,64.02810925483956
berlin52,GA,2,0,16251,115.4733492442323
berlin52,GA,2,1,16251,115.4733492442323
berlin52,GA,2,2,16251,115.4733492442323
berlin52,GA,2,3,16251,115.4733492442323
berlin52,GA,2,4,16251,115.4733492442323
berlin52,GA,2,5,16251,115.4733492442323
berlin52,GA,2,6,16251,115.4733492442323
berlin52,GA,2,7,16251,115.4733492442323
