instance,algorithm,run,iteration,entropy_H,N_eff,active_trajectories,mean_length
ch150,MWI-H,1,21,1.2133825548855526,3.3648472048386227,10,39180.0
ch150,MWI-H,1,22,1.2168948037512641,3.376686164132444,10,38993.4
ch150,MWI-H,1,23,1.214310590136723,3.36797135109422,10,38786.8
ch150,MWI-H,1,24,1.213171831529719,3.364138227645402,10,38820.1
ch150,MWI-H,1,25,1.2147413033367371,3.3694222932599467,10,38774.8
ch150,MWI-H,1,26,1.2106890344684216,3.35579611531126,10,38765.6
ch150,MWI-H,1,27,1.2222750741822297,3.394902609614398,10,38710.8
ch150,MWI-H,1,28,1.2202693373978362,3.3881001528202814,10,38537.3
ch150,MWI-H,1,29,1.2183496989727962,3.381602464180775,10,38465.1
ch150,MWI-H,2,0,1.2287912696468268,3.417096690555214,10,41610.0
ch150,MWI-H,2,1,1.2235099244084684,3.3990973953029306,10,41392.1
ch150,MWI-H,2,2,1.2275175385590253,3.4127469990271657,10,41172.7
ch150,MWI-H,2,3,1.223477031696741,3.3989855916109466,10,41117.6
ch150,MWI-H,2,4,1.2261599212004048,3.4081169380974,10,40972.1
ch150,MWI-H,2,5,1.22532462377326,3.405271335415351,10,40872.7
ch150,MWI-H,2,6,1.2253985640728555,3.40552313150692,10,40644.9
ch150,MWI-H,2,7,1.2229571541811453,3.3972189946728366,10,40510.7
ch150,MWI-H,2,8,1.2253093892846396,3.405219458243104,10,40456.2
ch150,MWI-H,2,9,1.224728055418113,3.4032404641329546,10,40335.6
ch150,MWI-H,2,10,1.2291603287326638,3.4183580338768365,10,40079.9
ch150,MWI-H,2,11,1.2264141441746923,3.4089834698635966,10,39721.5
ch150,MWI-H,2,12,1.2263060562472572,3.408615019818538,10,39593.9
ch150,MWI-H,2,13,1.22412153765247,3.4011769641686533,10,39523.7
ch150,MWI-H,2,14,1.219189831659047,3.384444652683397,10,39367.0
ch150,MWI-H,2,15,1.2176310374536106,3.3791731096629474,10,39213.9
ch150,MWI-H,2,16,1.2174332563820063,3.378504839271977,10,39153.9
ch150,MWI-H,2,17,1.2159030772359574,3.373339074902501,10,39018.4
ch150,MWI-H,2,18,1.2162125489800883,3.3743831895832193,10,38861.4
ch150,MWI-H,2,19,1.216964989151998,3.3769231665209825,10,38882.9
ch150,MWI-H,2,20,1.2185869465213057,3.3824048362520758,10,38796.5
ch150,MWI-H,2,21,1.2213212077153555,3.391665869810979,10,38459.6
ch150,MWI-H,2,22,1.2254538305026779,3.4057113478130496,10,38256.3
ch150,MWI-H,2,23,1.2265406945650017,3.409414905350855,10,38234.8
ch150,MWI-H,2,24,1.2256917848140065,3.4065218479385777,10,38204.8
ch150,MWI-H,2,25,1.2274724579017207,3.4125931536169873,10,38108.8
ch150,MWI-H,2,26,1.2240939843738587,3.4010832518832,10,37942.5
ch150,MWI-H,2,27,1.2350393058568971,3.4385136717753144,10,37957.8
ch150,MWI-H,2,28,1.240569878150892,3.457583304605205,10,38096.0
ch150,MWI-H,2,29,1.2397500417269132,3.45474981353145,10,38105.1
d493,MWI-H,1,0,1.215436347718298,3.3717650053441073,10,331350.9
d493,MWI-H,1,1,1.2135669877084232,3.3654678503390807,10,330816.3
d493,MWI-H,1,2,1.2144455757790131,3.3684260095557543,10,330316.2
d493,MWI-H,1,3,1.2150395476263007,3.3704273540874157,10,330501.7
d493,MWI-H,1,4,1.2136863838275318,3.365869698128452,10,329889.4
d493,MWI-H,1,5,1.2146704785864393,3.369183663217935,10,329327.3
d493,MWI-H,1,6,1.2115271084483021,3.358609699548475,10,328216.9
d493,MWI-H,1,7,1.2118743840901285,3.3597762654357646,10,327911.1
d493,MWI-H,1,8,1.2106068546639537,3.3555203479740774,10,327695.6
d493,MWI-H,1,9,1.2106319180772034,3.3556044498211617,10,327227.0
d493,MWI-H,1,10,1.2081809530781087,3.3473900514774058,10,327144.8
d493,MWI-H,1,11,1.20554630666597,3.3385824698146824,10,326380.1
d493,MWI-H,1,12,1.2051639768428721,3.337306274148978,10,326301.4
d493,MWI-H,1,13,1.2055133576445904,3.3384724686017333,10,325657.1
d493,MWI-H,1,14,1.2043310038808412,3.334527545720088,10,325301.3
d493,MWI-H,1,15,1.2040826383145289,3.333699466735221,10,324949.7
d493,MWI-H,1,16,1.2039284144233653,3.333185370275488,10,324635.3
d493,MWI-H,1,17,1.205240876146734,3.337562920546072,10,323880.4
d493,MWI-H,1,18,1.2042470307765758,3.334247546847167,10,323404.4
d493,MWI-H,1,19,1.2045762237728395,3.3353453384701415,10,322770.0
d493,MWI-H,1,20,1.2025893726770618,3.3287250828385138,10,322346.2
d493,MWI-H,1,21,1.2063129802716492,3.3411430543155256,10,322083.6
d493,MWI-H,1,22,1.206544176771769,3.3419156041980562,10,321867.4
d493,MWI-H,1,23,1.2071734140396382,3.3440191237793426,10,321492.3
d493,MWI-H,1,24,1.2091404393984526,3.3506033677606433,10,321585.4
d493,MWI-H,1,25,1.2089715116130537,3.350037405558694,10,321391.7
d493,MWI-H,1,26,1.2090466871579388,3.3502892559124176,10,321352.1
d493,MWI-H,1,27,1.209351843023264,3.351311772334902,10,320668.1
d493,MWI-H,1,28,1.2089225284631977,3.349873314193323,10,320905.3
d493,MWI-H,1,29,1.2087289841739521,3.349225028081726,10,320993.1
d493,MWI-H,2,0,1.2054615811527603,3.3382996186840574,10,335469.6
d493,MWI-H,2,1,1.206664504310032,3.3423177528700863,10,334542.9
d493,MWI-H,2,2,1.2069016501901484,3.3431104637455635,10,334191.7
d493,MWI-H,2,3,1.2060860266868954,3.3403848559633444,10,333544.0
d493,MWI-H,2,4,1.2064667876384951,3.341656986253211,10,332965.4
d493,MWI-H,2,5,1.2069265732625403,3.3431937853679767,10,332409.1
d493,MWI-H,2,6,1.208400358801591,3.3481245685891103,10,332156.7
d493,MWI-H,2,7,1.2071489390818362,3.343937280053964,10,331664.3
d493,MWI-H,2,8,1.2081632147658523,3.34733067495405,10,331040.4
d493,MWI-H,2,9,1.2085946403703702,3.3487751106748864,10,330708.3
d493,MWI-H,2,10,1.2072857957921548,3.3443949516266223,10,330488.8
d493,MWI-H,2,11,1.205001512412136,3.3367641246261557,10,329872.0
d493,MWI-H,2,12,1.2063373543611113,3.3412244926277253,10,328719.5
d493,MWI-H,2,13,1.2055708020491676,3.33866425067324,10,328508.9
d493,MWI-H,2,14,1.2069753063061783,3.3433567133465654,10,328096.2
d493,MWI-H,2,15,1.207532979900692,3.3452217350909934,10,327923.1
d493,MWI-H,2,16,1.2073707127493112,3.3446789595278164,10,327388.6
d493,MWI-H,2,17,1.2083858360152033,3.3480759448442785,10,326532.9
d493,MWI-H,2,18,1.2074825214927396,3.345052944786474,10,326228.2
d493,MWI-H,2,19,1.2055668004580609,3.338650890730797,10,326304.6
d493,MWI-H,2,20,1.2069845282457705,3.343387545722378,10,326076.2
d493,MWI-H,2,21,1.2072010072477741,3.3441113972680907,10,325781.5
d493,MWI-H,2,22,1.2067097293919051,3.3424689128821923,10,325158.7
d493,MWI-H,2,23,1.2075146072675287,3.3451602751237974,10,324651.4
d493,MWI-H,2,24,1.2076243325725813,3.3455273439934388,10,324560.6
d493,MWI-H,2,25,1.2062294206870412,3.3408638814537372,10,324089.8
d493,MWI-H,2,26,1.2060643025880533,3.340312289900782,10,323665.8
d493,MWI-H,2,27,1.2063263386272278,3.3411876867905916,10,323393.7
d493,MWI-H,2,28,1.2078551709814123,3.346299709344591,10,323240.5
d493,MWI-H,2,29,1.2078525211846987,3.3462908423423667,10,323197.0
eil76,MWI-H,1,0,1.2605692720932504,3.527428982786431,10,2010.0
eil76,MWI-H,1,1,1.2600021943330129,3.525429223322624,10,1993.9
eil76,MWI-H,1,2,1.2629344611462592,3.535781893414241,10,1994.5
eil76,MWI-H,1,3,1.2696279626767994,3.5595280387013046,10,2000.6
eil76,MWI-H,1,4,1.2462945158701793,3.4774334797290165,10,1971.5
eil76,MWI-H,1,5,1.2536193352087455,3.5029985672501582,10,1948.5
eil76,MWI-H,1,6,1.2450955169656108,3.473266539373771,10,1932.4
eil76,MWI-H,1,7,1.2525140039106728,3.4991287324154534,10,1916.2
eil76,MWI-H,1,8,1.242836217954112,3.4654282495690634,10,1894.2
eil76,MWI-H,1,9,1.2441542595624115,3.4699988396448376,10,1877.4
eil76,MWI-H,1,10,1.2334354248348312,3.4330031252648174,10,1859.6
eil76,MWI-H,1,11,1.222315172549637,3.395038742395884,10,1857.3
eil76,MWI-H,1,12,1.2329163524374342,3.431221610509883,10,1841.6
eil76,MWI-H,1,13,1.232296046075039,3.4290938619103186,10,1830.2
eil76,MWI-H,1,14,1.2548442154872415,3.507291950013929,10,1806.8
eil76,MWI-H,1,15,1.2469872193242861,3.4798431444070204,10,1796.4
eil76,MWI-H,1,16,1.2530220682510367,3.5009069666371833,10,1779.6
eil76,MWI-H,1,17,1.2151751625981113,3.3708844654929044,10,1777.3
eil76,MWI-H,1,18,1.2127849474191437,3.3628369477578337,10,1780.5
eil76,MWI-H,1,19,1.2060119651338836,3.340137471034224,10,1787.2
eil76,MWI-H,1,20,1.2077177568797002,3.345839912168004,10,1784.9
eil76,MWI-H,1,21,1.2102215328757346,3.3542276419430848,10,1779.7
eil76,MWI-H,1,22,1.2057160066398482,3.3391490752477044,10,1770.6
eil76,MWI-H,1,23,1.19740798681755,3.3115222794318595,10,1762.5
eil76,MWI-H,1,24,1.1872915379896416,3.2781903185603882,10,1753.4
eil76,MWI-H,1,25,1.1802857728275291,3.2553043475061667,10,1750.0
eil76,MWI-H,1,26,1.177391857550147,3.2458973905556783,10,1739.8
eil76,MWI-H,1,27,1.1721178364732128,3.228823522849604,10,1730.8
eil76,MWI-H,1,28,1.18159018631631,3.259553381053002,10,1725.1
eil76,MWI-H,1,29,1.1849782295334488,3.270615617862976,10,1721.6
eil76,MWI-H,2,0,1.2417757250910113,3.461755135642606,10,1981.5
eil76,MWI-H,2,1,1.245432760133251,3.474438072318206,10,1972.0
eil76,MWI-H,2,2,1.2259168624967591,3.407288666275968,10,1948.1
eil76,MWI-H,2,3,1.2422727161956593,3.4634760247493572,10,1928.1
eil76,MWI-H,2,4,1.2435235292363285,3.46781089621887,10,1908.9
eil76,MWI-H,2,5,1.2445864944258422,3.4714990183108005,10,1896.1
eil76,MWI-H,2,6,1.2502141393932824,3.4910904574168367,10,1879.0
eil76,MWI-H,2,7,1.2522616328301617,3.4982457649388206,10,1877.2
eil76,MWI-H,2,8,1.2595202149224711,3.5237304484438035,10,1855.4
eil76,MWI-H,2,9,1.2660437205901212,3.5467926654607136,10,1841.7
eil76,MWI-H,2,10,1.2635259821865827,3.537874001500164,10,1830.3
eil76,MWI-H,2,11,1.2678258512619835,3.553119149092426,10,1823.2
eil76,MWI-H,2,12,1.2572198206083138,3.515633795273537,10,1807.7
eil76,MWI-H,2,13,1.2678236343668925,3.5531112722087577,10,1786.0
eil76,MWI-H,2,14,1.2416750417677522,3.4614066121767855,10,1793.4
eil76,MWI-H,2,15,1.2248076644925638,3.40351140374092,10,1773.3
eil76,MWI-H,2,16,1.2168012074557635,3.3763701336062866,10,1759.6
eil76,MWI-H,2,17,1.2191813018545756,3.384415784155387,10,1754.4
eil76,MWI-H,2,18,1.2223779958242322,3.395252036546907,10,1758.5
eil76,MWI-H,2,19,1.2194160749536396,3.3852104472166586,10,1756.2
eil76,MWI-H,2,20,1.2101145666085822,3.3538688719215335,10,1749.1
eil76,MWI-H,2,21,1.1992765331659494,3.3177157969299502,10,1747.0
eil76,MWI-H,2,22,1.1847911946270586,3.2700039557799143,10,1742.1
eil76,MWI-H,2,23,1.1901204980215292,3.287477318030009,10,1734.2
eil76,MWI-H,2,24,1.1966271821026886,3.3089376364047536,10,1722.7
eil76,MWI-H,2,25,1.2133765487987362,3.3648269953348766,10,1713.6
eil76,MWI-H,2,26,1.1940668513901402,3.3004764980266885,10,1713.6
eil76,MWI-H,2,27,1.2845283503907228,3.6129635024720637,10,1723.7
eil76,MWI-H,2,28,1.2857608312084283,3.61741915587359,10,1721.0
eil76,MWI-H,2,29,1.2851589055493258,3.6152423936541798,10,1721.6
kroA100,MWI-H,1,0,1.2267747929242612,3.410213137214972,10,134992.7
kroA100,MWI-H,1,1,1.230854859158301,3.4241554561379255,10,134288.3
kroA100,MWI-H,1,2,1.237409764813505,3.446674195578146,10,132967.0
kroA100,MWI-H,1,3,1.2393086217195175,3.4532251543754953,10,132024.1
kroA100,MWI-H,1,4,1.2282174573311593,3.4151364808403692,10,129782.3
kroA100,MWI-H,1,5,1.2111734110545909,3.3574219781106223,10,128165.7
kroA100,MWI-H,1,6,1.2147720375756654,3.3695258514811415,10,127336.7
kroA100,MWI-H,1,7,1.2188727009427764,3.3833715114985234,10,126682.2
kroA100,MWI-H,1,8,1.2199149406598475,3.386899633920699,10,126159.9
kroA100,MWI-H,1,9,1.212352017057496,3.3613813886424806,10,126229.8
kroA100,MWI-H,1,10,1.2144282018054322,3.36836748711964,10,125239.2
kroA100,MWI-H,1,11,1.2048695869051125,3.3363239493630075,10,124319.1
kroA100,MWI-H,1,12,1.2045345825806248,3.335206453605486,10,123238.1
kroA100,MWI-H,1,13,1.2047710894767198,3.3359953462172585,10,122690.2
kroA100,MWI-H,1,14,1.2066288574412725,3.3421986118313125,10,120615.5
kroA100,MWI-H,1,15,1.210368791021623,3.3547216156564588,10,120109.5
kroA100,MWI-H,1,16,1.206568431129123,3.3419966611963554,10,119914.3
kroA100,MWI-H,1,17,1.2091202157322942,3.350535606961893,10,119466.8
kroA100,MWI-H,1,18,1.2148851775646292,3.369907101165677,10,118623.1
kroA100,MWI-H,1,19,1.2127550727583194,3.3627364856452555,10,117417.1
kroA100,MWI-H,1,20,1.2189431401285837,3.3836098418268756,10,116544.0
kroA100,MWI-H,1,21,1.2196668757782636,3.3860595672639,10,115692.3
kroA100,MWI-H,1,22,1.2230619142944759,3.3975749063620766,10,115139.6
kroA100,MWI-H,1,23,1.232015122240441,3.428130683009724,10,114062.6
kroA100,MWI-H,1,24,1.2344436092379156,3.4364659707715517,10,114237.9
kroA100,MWI-H,1,25,1.2395638209892321,3.4541065273711413,10,113663.7
kroA100,MWI-H,1,26,1.2298766282962696,3.4208074794084022,10,113306.8
kroA100,MWI-H,1,27,1.2295043089650697,3.41953408372513,10,113132.6
kroA100,MWI-H,1,28,1.2195345557183388,3.3856115533003215,10,112243.9
kroA100,MWI-H,1,29,1.2015799264968103,3.325366609402811,10,111635.4
kroA100,MWI-H,2,0,1.2467909534727672,3.4791602370470205,10,132437.6
kroA100,MWI-H,2,1,1.2364521327042366,3.4433751295961508,10,131930.1
kroA100,MWI-H,2,2,1.2414361731964543,3.4605798896675966,10,131014.9
kroA100,MWI-H,2,3,1.2337718100280657,3.4341581309369964,10,129403.6
kroA100,MWI-H,2,4,1.2336748290692205,3.433825099137765,10,128437.9
kroA100,MWI-H,2,5,1.228088508249638,3.4146961305198897,10,127423.7
kroA100,MWI-H,2,6,1.24102546338996,3.4591588874005113,10,128199.2
kroA100,MWI-H,2,7,1.2399349791756338,3.4553887852310092,10,128131.4
kroA100,MWI-H,2,8,1.253648964267362,3.5031023593376642,10,127304.9
kroA100,MWI-H,2,9,1.2576204912896463,3.5170426888939397,10,126676.0
kroA100,MWI-H,2,10,1.2777912897971802,3.58870455718115,10,125444.9
kroA100,MWI-H,2,11,1.278662438283271,3.5918322138520544,10,125063.3
kroA100,MWI-H,2,12,1.2762564171859454,3.583200577880598,10,124273.8
kroA100,MWI-H,2,13,1.2597555227116701,3.524559707227059,10,123651.5
kroA100,MWI-H,2,14,1.2625721382416715,3.534501030705591,10,123306.2
kroA100,MWI-H,2,15,1.2721508249131348,3.5685195750038776,10,121952.7
kroA100,MWI-H,2,16,1.2743217076034608,3.5762748272050224,10,121953.3
kroA100,MWI-H,2,17,1.2630706959520221,3.5362636227871187,10,120763.1
kroA100,MWI-H,2,18,1.2819111825793492,3.6035201335206004,10,119503.7
kroA100,MWI-H,2,19,1.2871430560966972,3.6224226998770397,10,119067.6
kroA100,MWI-H,2,20,1.291510294112285,3.6382772771575658,10,118035.6
kroA100,MWI-H,2,21,1.29368371267921,3.6461933759252436,10,117559.4
kroA100,MWI-H,2,22,1.2951000275572242,3.651361192615652,10,117261.2
kroA100,MWI-H,2,23,1.296009993155286,3.6546853178774708,10,117356.5
kroA100,MWI-H,2,24,1.273563516280703,3.573564354321593,10,116376.4
kroA100,MWI-H,2,25,1.2644559156436876,3.541165519110154,10,115099.2
kroA100,MWI-H,2,26,1.2754509060108628,3.5803154319372044,10,115414.6
kroA100,MWI-H,2,27,1.2782259733113177,3.590264846980826,10,115116.8
kroA100,MWI-H,2,28,1.2868728281735355,3.621443952362448,10,113955.0
kroA100,MWI-H,2,29,1.2947252273690677,3.649992918184407,10,113097.8
lin318,MWI-H,1,0,1.204327472791341,3.334515771225671,10,443215.1
lin318,MWI-H,1,1,1.2049702576634616,3.3366598365318123,10,442457.4
lin318,MWI-H,1,2,1.2037495678420018,3.3325892947715854,10,442117.4
lin318,MWI-H,1,3,1.205533819514002,3.338540780688314,10,440443.6
lin318,MWI-H,1,4,1.2038250592740842,3.3328408862063696,10,438783.5
lin318,MWI-H,1,5,1.205042174959985,3.3368998087156454,10,437832.7
lin318,MWI-H,1,6,1.2047678066652447,3.3359843947914305,10,437191.2
lin318,MWI-H,1,7,1.204573617669058,3.335336646225369,10,437144.6
lin318,MWI-H,1,8,1.2042260765273054,3.3341776809249377,10,436420.6
lin318,MWI-H,1,9,1.2054855589365958,3.3383796646703514,10,435126.8
lin318,MWI-H,1,10,1.2058324457062441,3.339537905285647,10,433529.9
lin318,MWI-H,1,11,1.2065389580024717,3.341898163557016,10,433891.3
lin318,MWI-H,1,12,1.2052296354974987,3.337525404382835,10,432547.2
lin318,MWI-H,1,13,1.204654853659335,3.3356076066064504,10,431526.8
lin318,MWI-H,1,14,1.2053953304991112,3.338078461478229,10,429618.6
lin318,MWI-H,1,15,1.2056047094335158,3.338777457964468,10,428592.7
lin318,MWI-H,1,16,1.2063948356414422,3.3414165560094062,10,428089.9
lin318,MWI-H,1,17,1.205888025224727,3.3397235203525284,10,426451.8
lin318,MWI-H,1,18,1.2066038780529156,3.3421151267969287,10,424995.5
lin318,MWI-H,1,19,1.2069814055848331,3.343377105472991,10,424304.0
lin318,MWI-H,1,20,1.2088259019386671,3.3495496432152074,10,423474.4
lin318,MWI-H,1,21,1.2121990235709617,3.360867158522193,10,423000.4
lin318,MWI-H,1,22,1.210653056706211,3.3556753834484403,10,422091.6
lin318,MWI-H,1,23,1.210510172797115,3.355195945684782,10,421159.1
lin318,MWI-H,1,24,1.2111923751803708,3.3574856492870437,10,420801.3
lin318,MWI-H,1,25,1.2126702664586637,3.3624513164994316,10,419509.7
lin318,MWI-H,1,26,1.2138641557327738,3.3664681083861745,10,418841.3
lin318,MWI-H,1,27,1.2126566082836883,3.3624053918646286,10,418515.1
lin318,MWI-H,1,28,1.2152366980231741,3.371091900683567,10,416811.4
lin318,MWI-H,1,29,1.2163189826252263,3.374742356599567,10,416011.8
lin318,MWI-H,2,0,1.218964631976804,3.3836825626374822,10,433712.9
lin318,MWI-H,2,1,1.2194562289604416,3.3853463797090813,10,433299.9
lin318,MWI-H,2,2,1.2195992738364752,3.3858306707991512,10,431788.0
lin318,MWI-H,2,3,1.2190186137356254,3.3838652247036722,10,430928.2
lin318,MWI-H,2,4,1.2218360911891144,3.393412632166802,10,428998.3
lin318,MWI-H,2,5,1.2220244211632587,3.3940517736629405,10,428891.7
lin318,MWI-H,2,6,1.2221236745503414,3.3943886615157646,10,428411.5
lin318,MWI-H,2,7,1.2234435316611463,3.3988717273798805,10,427522.4
lin318,MWI-H,2,8,1.223876047230594,3.4003421102793547,10,426316.4
lin318,MWI-H,2,9,1.2241210908479114,3.401175444507621,10,426229.7
lin318,MWI-H,2,10,1.2255101022435788,3.405902998511806,10,425177.3
lin318,MWI-H,2,11,1.226546067399174,3.4094332236209763,10,424438.7
lin318,MWI-H,2,12,1.22378093465948,3.40001871037852,10,423772.6
lin318,MWI-H,2,13,1.2211579881251968,3.391112328673361,10,423908.6
lin318,MWI-H,2,14,1.2223811008027987,3.395262578748075,10,423577.2
lin318,MWI-H,2,15,1.2231481291309316,3.3978678403544214,10,423025.2
lin318,MWI-H,2,16,1.2217257567360742,3.393038242494512,10,421348.7
lin318,MWI-H,2,17,1.2234304018316489,3.398827101066585,10,420113.8
lin318,MWI-H,2,18,1.2248161168694094,3.403540171623481,10,419826.7
lin318,MWI-H,2,19,1.2253935543180334,3.4055060707137255,10,418664.3
lin318,MWI-H,2,20,1.2226873281837642,3.396302460327235,10,418566.2
lin318,MWI-H,2,21,1.2231752470737056,3.397959984789448,10,417388.7
lin318,MWI-H,2,22,1.2212687338117165,3.391487900532363,10,416041.2
lin318,MWI-H,2,23,1.2215707193380676,3.3925122354504937,10,416849.6
lin318,MWI-H,2,24,1.2210798411897978,3.3908473339916774,10,415281.2
lin318,MWI-H,2,25,1.2196604133713695,3.386037685239914,10,414128.7
lin318,MWI-H,2,26,1.2212675368851755,3.391483841172911,10,413103.2
lin318,MWI-H,2,27,1.2218832981300323,3.3935728285776,10,412611.2
lin318,MWI-H,2,28,1.2211037571063983,3.3909284301834632,10,412214.7
lin318,MWI-H,2,29,1.220786228958449,3.389851885884802,10,412204.8
