instance,algorithm,run,iteration,entropy_H,N_eff,active_trajectories,mean_length
pcb442,MWI-H,1,0,1.2024759861622698,3.3283476716997416,10,563752.2
pcb442,MWI-H,1,1,1.2029673648130248,3.329983552573457,10,562949.0
pcb442,MWI-H,1,2,1.204144787776583,3.3339066608021617,10,561906.8
pcb442,MWI-H,1,3,1.2050566050389335,3.3369479607907473,10,560568.6
pcb442,MWI-H,1,4,1.2058394847446046,3.3395614125038025,10,560135.0
pcb442,MWI-H,1,5,1.2047610331026017,3.3359617983686856,10,559759.8
pcb442,MWI-H,1,6,1.2031163535359508,3.3304797195310427,10,558534.6
pcb442,MWI-H,1,7,1.2050431452114634,3.336903046349189,10,557860.6
pcb442,MWI-H,1,8,1.2061800628773096,3.3406989877993656,10,556674.3
pcb442,MWI-H,1,9,1.206201854708595,3.3407717885413115,10,555588.5
pcb442,MWI-H,1,10,1.2058155178740824,3.3394813746269607,10,554249.1
pcb442,MWI-H,1,11,1.207357796905545,3.344635760455904,10,552635.6
pcb442,MWI-H,1,12,1.2077889784840468,3.3460782167405516,10,551380.6
pcb442,MWI-H,1,13,1.206395581040571,3.3414190466993245,10,550610.8
pcb442,MWI-H,1,14,1.2064481556584978,3.341594725147111,10,549889.9
pcb442,MWI-H,1,15,1.2062684528727097,3.340994285218007,10,548976.8
pcb442,MWI-H,1,16,1.2055694528420793,3.3386597461268064,10,548069.9
pcb442,MWI-H,1,17,1.2097506158893339,3.3526484510333345,10,548365.0
pcb442,MWI-H,1,18,1.2097515576580635,3.3526516084542943,10,548380.2
pcb442,MWI-H,1,19,1.2103221439908665,3.3545651315038625,10,547483.9
pcb442,MWI-H,1,20,1.210470196452332,3.35506181989579,10,547025.3
pcb442,MWI-H,1,21,1.2089590885945387,3.3499957882404856,10,546985.2
pcb442,MWI-H,1,22,1.2093921980444913,3.3514470173215027,10,546332.3
pcb442,MWI-H,1,23,1.207910465161841,3.346484745360149,10,546374.8
pcb442,MWI-H,1,24,1.210518515407551,3.3552239368942534,10,545845.1
pcb442,MWI-H,1,25,1.2095288817300864,3.3519051367599206,10,545314.9
pcb442,MWI-H,1,26,1.2071258584655395,3.3438601008113586,10,544420.6
pcb442,MWI-H,1,27,1.207160211291251,3.3439749738277,10,543520.3
pcb442,MWI-H,1,28,1.2073999134357973,3.344776627875495,10,543538.3
pcb442,MWI-H,1,29,1.2063806002128996,3.341368989851355,10,542907.4
pcb442,MWI-H,2,0,1.2041195914591996,3.3338226596900733,10,580614.7
pcb442,MWI-H,2,1,1.2038798457297168,3.3330234857476575,10,579874.5
pcb442,MWI-H,2,2,1.2044128445871,3.334800456976942,10,579482.8
pcb442,MWI-H,2,3,1.2050150475564,3.336809288515607,10,578793.0
pcb442,MWI-H,2,4,1.202989130223653,3.330056031821632,10,577763.6
pcb442,MWI-H,2,5,1.2030938272395206,3.330404697002619,10,577143.5
pcb442,MWI-H,2,6,1.2011632899140028,3.3239814286006224,10,576242.6
pcb442,MWI-H,2,7,1.2006912823706064,3.322412854510737,10,575365.4
pcb442,MWI-H,2,8,1.2014390288406411,3.32489810604793,10,574241.4
pcb442,MWI-H,2,9,1.2023051386113173,3.3277790802239267,10,573173.0
pcb442,MWI-H,2,10,1.202941532847241,3.3298975336632903,10,572262.6
pcb442,MWI-H,2,11,1.2034187431258474,3.3314869742115802,10,571679.6
pcb442,MWI-H,2,12,1.2039219383286248,3.333163784321139,10,569934.1
pcb442,MWI-H,2,13,1.2037436777966166,3.3325696657271973,10,569547.7
pcb442,MWI-H,2,14,1.2067344592299514,3.342551572619159,10,569178.3
pcb442,MWI-H,2,15,1.207516474833319,3.3451665224365237,10,568396.5
pcb442,MWI-H,2,16,1.2072273993064992,3.344199656417136,10,568046.2
pcb442,MWI-H,2,17,1.2064471066917029,3.3415912199270403,10,566718.5
pcb442,MWI-H,2,18,1.2061354647574187,3.3405500022276513,10,566497.2
pcb442,MWI-H,2,19,1.2047123625461749,3.3357994392028276,10,564764.8
pcb442,MWI-H,2,20,1.2067885231232263,3.3427322888557147,10,563839.7
pcb442,MWI-H,2,21,1.2071204377311815,3.34384197468315,10,563493.2
pcb442,MWI-H,2,22,1.2063478958299994,3.3412597142274056,10,562404.7
pcb442,MWI-H,2,23,1.2058954457714106,3.3397483030187716,10,561566.0
pcb442,MWI-H,2,24,1.2053608385237828,3.3379633265439184,10,561126.7
pcb442,MWI-H,2,25,1.206048107391801,3.3402581933257567,10,560248.5
pcb442,MWI-H,2,26,1.2076749262348674,3.345696610755926,10,560205.5
pcb442,MWI-H,2,27,1.2071941621203681,3.3440885064778616,10,559646.8
pcb442,MWI-H,2,28,1.2069672022873175,3.3433296188304893,10,558785.5
pcb442,MWI-H,2,29,1.2052382225353868,3.337554063962985,10,557397.2
pr439,MWI-H,1,0,1.205185142156161,3.3373769100293242,10,1388098.5
pr439,MWI-H,1,1,1.2032874496140649,3.331049600300085,10,1385613.3
pr439,MWI-H,1,2,1.203991091987549,3.3333942927627773,10,1382693.7
pr439,MWI-H,1,3,1.2049861790670313,3.3367129612625535,10,1379586.8
pr439,MWI-H,1,4,1.2062438180964845,3.340911981585191,10,1379249.4
pr439,MWI-H,1,5,1.2079166489718431,3.3465054394499734,10,1381072.8
pr439,MWI-H,1,6,1.205988348216064,3.340058588213553,10,1378717.0
pr439,MWI-H,1,7,1.2024260260461508,3.3281813912173095,10,1374537.9
pr439,MWI-H,1,8,1.2037444771463317,3.3325723296168746,10,1374017.8
pr439,MWI-H,1,9,1.2065378376018154,3.341894419294218,10,1369413.1
pr439,MWI-H,1,10,1.2070610155993173,3.3436432823678164,10,1368047.6
pr439,MWI-H,1,11,1.2078175552689896,3.3461738382644244,10,1365807.5
pr439,MWI-H,1,12,1.2092934649304292,3.351116134855666,10,1363782.8
pr439,MWI-H,1,13,1.2104046404708642,3.354841882734479,10,1361495.2
pr439,MWI-H,1,14,1.209031109515864,3.350237066712035,10,1360584.3
pr439,MWI-H,1,15,1.2081201808847624,3.347186629423257,10,1358828.8
pr439,MWI-H,1,16,1.2076426672168141,3.3455886836093804,10,1356447.1
pr439,MWI-H,1,17,1.2078295724982389,3.3462140502441646,10,1354415.0
pr439,MWI-H,1,18,1.2068771889535785,3.343028688129801,10,1350892.9
pr439,MWI-H,1,19,1.2050775400677756,3.337017820623807,10,1352113.1
pr439,MWI-H,1,20,1.2066376428400027,3.3422279745077343,10,1348456.6
pr439,MWI-H,1,21,1.206453430391688,3.341612351214202,10,1346736.1
pr439,MWI-H,1,22,1.2084716067863257,3.348363124215466,10,1341663.4
pr439,MWI-H,1,23,1.2083897231315577,3.3480889592303336,10,1340321.6
pr439,MWI-H,1,24,1.210121795120479,3.353893115490197,10,1338434.1
pr439,MWI-H,1,25,1.2091882944027985,3.350763714736041,10,1335356.0
pr439,MWI-H,1,26,1.2093078055397073,3.3511641922473863,10,1332596.5
pr439,MWI-H,1,27,1.2082278864915588,3.347547159605452,10,1331195.0
pr439,MWI-H,1,28,1.2090246632259887,3.350215470182361,10,1329573.4
pr439,MWI-H,1,29,1.210586500353809,3.355452049367306,10,1327851.4
pr439,MWI-H,2,0,1.2032084149631574,3.3307863423611566,10,1398138.5
pr439,MWI-H,2,1,1.2025807946230131,3.3286965289773085,10,1395399.7
pr439,MWI-H,2,2,1.2015075143795848,3.3251258212841672,10,1394404.0
pr439,MWI-H,2,3,1.202774229569946,3.3293404774928126,10,1391027.5
pr439,MWI-H,2,4,1.2025963204702232,3.328748210212223,10,1386847.8
pr439,MWI-H,2,5,1.2034282692081528,3.3315187103818564,10,1383807.9
pr439,MWI-H,2,6,1.2050879087144917,3.3370524211620545,10,1383247.6
pr439,MWI-H,2,7,1.2037666958090374,3.3326463757400084,10,1383287.4
pr439,MWI-H,2,8,1.2024867858182313,3.3283836169036136,10,1381884.7
pr439,MWI-H,2,9,1.2032133601926147,3.3308028139046204,10,1378714.6
pr439,MWI-H,2,10,1.2029100756210254,3.3297927859708434,10,1377988.4
pr439,MWI-H,2,11,1.2037064428785385,3.3324455800788777,10,1376167.3
pr439,MWI-H,2,12,1.2018274320095896,3.3261897578333355,10,1373297.9
pr439,MWI-H,2,13,1.2031668968653557,3.3306480573187236,10,1369790.0
pr439,MWI-H,2,14,1.2047971350378002,3.3360822352193433,10,1368320.9
pr439,MWI-H,2,15,1.205245262183816,3.3375775592529076,10,1366162.0
pr439,MWI-H,2,16,1.2050570641055978,3.3369494926726677,10,1361594.0
pr439,MWI-H,2,17,1.2070144488206738,3.343487583296454,10,1358632.9
pr439,MWI-H,2,18,1.208449046513524,3.3482875850820393,10,1359103.4
pr439,MWI-H,2,19,1.2089945630210226,3.350114629527698,10,1357737.2
pr439,MWI-H,2,20,1.2099305486475052,3.3532517565918964,10,1355364.1
pr439,MWI-H,2,21,1.2116375320404122,3.3589805897731337,10,1353553.0
pr439,MWI-H,2,22,1.2104646359719664,3.3550431641922827,10,1352441.7
pr439,MWI-H,2,23,1.2102625061752812,3.3543650785326014,10,1349399.1
pr439,MWI-H,2,24,1.2102977590753385,3.3544833317138423,10,1347960.6
pr439,MWI-H,2,25,1.2113513740616217,3.3580195281910457,10,1345487.7
pr439,MWI-H,2,26,1.211085980654154,3.3571284501944594,10,1344614.7
pr439,MWI-H,2,27,1.2110602791014387,3.3570421678894236,10,1341685.9
pr439,MWI-H,2,28,1.2088471182327158,3.3496207089992427,10,1339589.0
pr439,MWI-H,2,29,1.2090091546468416,3.35016351350347,10,1338088.9
pr76,MWI-H,1,0,1.2831422936633803,3.607959199029215,10,475719.3
pr76,MWI-H,1,1,1.2662190982454522,3.547414748190438,10,473406.2
pr76,MWI-H,1,2,1.2591654359173652,3.522480524597523,10,468932.3
pr76,MWI-H,1,3,1.264918874531075,3.542805312708157,10,463541.1
pr76,MWI-H,1,4,1.273823123254976,3.5744921969829897,10,460674.8
pr76,MWI-H,1,5,1.2835787129180638,3.6095341255329125,10,456308.7
pr76,MWI-H,1,6,1.2933949287891187,3.645140566042702,10,455364.3
pr76,MWI-H,1,7,1.254486812296559,3.5060386566592014,10,450311.7
pr76,MWI-H,1,8,1.2437397891840043,3.4685609259196046,10,445357.2
pr76,MWI-H,1,9,1.2440465891341386,3.469625243496656,10,440200.3
pr76,MWI-H,1,10,1.2571839317099953,3.515507625313797,10,436197.9
pr76,MWI-H,1,11,1.2719115090646373,3.5676656738940156,10,432540.9
pr76,MWI-H,1,12,1.3340799770429899,3.7965014706574696,10,432461.1
pr76,MWI-H,1,13,1.3245373948348125,3.7604453511207163,10,430514.5
pr76,MWI-H,1,14,1.3429571284024562,3.8303536218777787,10,429789.1
pr76,MWI-H,1,15,1.349942798273962,3.8572048856092556,10,425388.3
pr76,MWI-H,1,16,1.3190276303309156,3.739783156989195,10,419966.8
pr76,MWI-H,1,17,1.3054337559288713,3.6892889976720764,10,418819.9
pr76,MWI-H,1,18,1.28844431123522,3.6271394642205146,10,414597.1
pr76,MWI-H,1,19,1.285787159363612,3.6175143971002477,10,413328.3
pr76,MWI-H,1,20,1.2985558001430675,3.6640012946056855,10,410625.7
pr76,MWI-H,1,21,1.3093359208952842,3.7037133367218678,10,408015.4
pr76,MWI-H,1,22,1.2765618922181572,3.584295323392745,10,407232.9
pr76,MWI-H,1,23,1.279290066007341,3.594087254918797,10,405989.4
pr76,MWI-H,1,24,1.2867279214054823,3.620919218643277,10,404527.3
pr76,MWI-H,1,25,1.299204044620554,3.6663772332217586,10,401844.4
pr76,MWI-H,1,26,1.2539646287753403,3.504208338970397,10,398946.8
pr76,MWI-H,1,27,1.239140049561693,3.4526430858214234,10,398861.8
pr76,MWI-H,1,28,1.2310240876748604,3.424734969919982,10,398120.6
pr76,MWI-H,1,29,1.2155993995071033,3.372314822482776,10,394910.3
pr76,MWI-H,2,0,1.2570075017279505,3.5148874390779166,10,485631.9
pr76,MWI-H,2,1,1.24472256848038,3.471971431398399,10,477126.8
pr76,MWI-H,2,2,1.2161189759584605,3.374067453124477,10,471550.2
pr76,MWI-H,2,3,1.2043151516511186,3.3344746864423866,10,469876.7
pr76,MWI-H,2,4,1.204763241323136,3.335969164916164,10,466429.3
pr76,MWI-H,2,5,1.2025612244902335,3.3286313865816783,10,463018.0
pr76,MWI-H,2,6,1.2020777100515243,3.327022334276484,10,460373.8
pr76,MWI-H,2,7,1.2024986489727907,3.3284231022671036,10,458022.5
pr76,MWI-H,2,8,1.2027820680780352,3.3293665746573584,10,456054.8
pr76,MWI-H,2,9,1.2057574712987216,3.3392875347956057,10,453946.8
pr76,MWI-H,2,10,1.2037768029292586,3.3326800593678048,10,453884.7
pr76,MWI-H,2,11,1.2116344605542737,3.358970272726657,10,450802.3
pr76,MWI-H,2,12,1.223781148609529,3.4000194378127677,10,446504.0
pr76,MWI-H,2,13,1.207872203845938,3.3463567068996176,10,443553.0
pr76,MWI-H,2,14,1.1998799673969107,3.3197184243766267,10,441798.9
pr76,MWI-H,2,15,1.214017069469355,3.3669829269641225,10,440199.9
pr76,MWI-H,2,16,1.2340626059471544,3.4351569153211514,10,441529.7
pr76,MWI-H,2,17,1.2191551613854328,3.384327315095331,10,438032.6
pr76,MWI-H,2,18,1.214716009929576,3.3693370701677807,10,434680.6
pr76,MWI-H,2,19,1.2198045429219022,3.3865257485008984,10,431626.2
pr76,MWI-H,2,20,1.2176241852836314,3.3791499550737405,10,429595.7
pr76,MWI-H,2,21,1.2280900427722183,3.4147013704522275,10,426127.6
pr76,MWI-H,2,22,1.2372133343361615,3.445997230211153,10,426478.2
pr76,MWI-H,2,23,1.2249950506339875,3.4041492343686026,10,423740.7
pr76,MWI-H,2,24,1.2118022963686652,3.3595340755497265,10,420105.8
pr76,MWI-H,2,25,1.19267300116927,3.29587933275514,10,419221.2
pr76,MWI-H,2,26,1.1758649046811727,3.2409448403404273,10,419975.9
pr76,MWI-H,2,27,1.1824668870549393,3.2624122869291052,10,417995.3
pr76,MWI-H,2,28,1.192683700940328,3.2959145980981,10,415237.4
pr76,MWI-H,2,29,1.1871044601187508,3.2775770990569053,10,414196.8
rat99,MWI-H,1,0,1.2270526963642447,3.41116097887501,10,6593.0
rat99,MWI-H,1,1,1.2169521163459727,3.37687969632389,10,6553.8
rat99,MWI-H,1,2,1.2186017758463932,3.382454995404882,10,6517.9
rat99,MWI-H,1,3,1.2184704933051531,3.382010967264664,10,6503.7
rat99,MWI-H,1,4,1.1918388240713886,3.2931311321007595,10,6482.2
rat99,MWI-H,1,5,1.1929101908590594,3.2966611740703433,10,6381.6
rat99,MWI-H,1,6,1.1978135773466079,3.312865673920786,10,6353.0
rat99,MWI-H,1,7,1.201249425696708,3.3242677546739556,10,6322.6
rat99,MWI-H,1,8,1.2139262253414678,3.3666770702293656,10,6246.6
rat99,MWI-H,1,9,1.2122743173713637,3.3611202205100845,10,6218.1
rat99,MWI-H,1,10,1.2195114233063542,3.3855332368448785,10,6170.8
rat99,MWI-H,1,11,1.2063141164117699,3.3411468503243547,10,6144.6
rat99,MWI-H,1,12,1.216545055760156,3.3755053814301617,10,6090.3
rat99,MWI-H,1,13,1.2189695430450034,3.3836991801741174,10,6046.6
rat99,MWI-H,1,14,1.221971519010606,3.393872225767176,10,6022.2
rat99,MWI-H,1,15,1.2230174790653692,3.3974239376968938,10,5949.7
rat99,MWI-H,1,16,1.225162378435457,3.4047188908342165,10,5924.7
rat99,MWI-H,1,17,1.2286752219215298,3.4167001672654127,10,5840.6
rat99,MWI-H,1,18,1.227064749150205,3.4112020931159344,10,5802.5
rat99,MWI-H,1,19,1.2189700956860978,3.383701050145852,10,5771.4
rat99,MWI-H,1,20,1.2284736714597704,3.4160115991619473,10,5741.8
rat99,MWI-H,1,21,1.2300473406215373,3.4213915032561215,10,5717.5
rat99,MWI-H,1,22,1.249055732909156,3.487048697046975,10,5726.3
rat99,MWI-H,1,23,1.228336424003988,3.415542792433041,10,5705.7
rat99,MWI-H,1,24,1.2352386445364965,3.4391991688712036,10,5688.1
rat99,MWI-H,1,25,1.238787643557696,3.451426568034997,10,5652.7
rat99,MWI-H,1,26,1.235773742457739,3.44103996965762,10,5650.5
rat99,MWI-H,1,27,1.2371123243265898,3.4456491675771463,10,5636.5
rat99,MWI-H,1,28,1.216812007524122,3.3764065988314464,10,5611.4
rat99,MWI-H,1,29,1.2044473692558884,3.334915591845679,10,5555.7
rat99,MWI-H,2,0,1.2164760631902252,3.3752725046725565,10,6680.5
rat99,MWI-H,2,1,1.2108688705513089,3.356399662807788,10,6639.9
rat99,MWI-H,2,2,1.2108448320256249,3.356318980878029,10,6588.1
rat99,MWI-H,2,3,1.2144006690802862,3.3682747480601116,10,6501.6
rat99,MWI-H,2,4,1.2141573592514654,3.367455313400036,10,6442.0
rat99,MWI-H,2,5,1.2166979520943002,3.3760215232859596,10,6411.4
rat99,MWI-H,2,6,1.2124794159860481,3.3618096523094354,10,6350.8
rat99,MWI-H,2,7,1.2155135420170329,3.3720252964255586,10,6292.3
rat99,MWI-H,2,8,1.215052932462916,3.370472467008788,10,6237.9
rat99,MWI-H,2,9,1.209501566121064,3.3518135786802126,10,6170.5
rat99,MWI-H,2,10,1.2134223600590426,3.364981145831133,10,6127.4
rat99,MWI-H,2,11,1.2203071360694868,3.388228220925864,10,6100.9
rat99,MWI-H,2,12,1.2136194130940312,3.365644290913828,10,6049.0
rat99,MWI-H,2,13,1.2204473145366264,3.3887032108550947,10,6066.5
rat99,MWI-H,2,14,1.2224433869176068,3.3954740630490576,10,6022.1
rat99,MWI-H,2,15,1.2186763799752232,3.3827073499263483,10,5983.6
rat99,MWI-H,2,16,1.2159019982107895,3.3733354349867035,10,5948.7
rat99,MWI-H,2,17,1.2193753303881967,3.385072521097943,10,5907.8
rat99,MWI-H,2,18,1.2253217403190997,3.405261516485708,10,5864.7
rat99,MWI-H,2,19,1.2186829037627043,3.382729418062194,10,5823.8
rat99,MWI-H,2,20,1.218921076694249,3.383535188596873,10,5814.2
rat99,MWI-H,2,21,1.21710151569507,3.377384237640634,10,5792.6
rat99,MWI-H,2,22,1.2190819394904533,3.3840795173083116,10,5777.5
rat99,MWI-H,2,23,1.2177138782399894,3.3794530546159325,10,5785.3
rat99,MWI-H,2,24,1.2271528387236212,3.411502597688619,10,5723.3
rat99,MWI-H,2,25,1.2246852000659378,3.4030946201894463,10,5713.6
rat99,MWI-H,2,26,1.2255168624151735,3.4059260230783357,10,5690.9
rat99,MWI-H,2,27,1.231039518098335,3.4247878154385694,10,5630.6
rat99,MWI-H,2,28,1.2312716623149442,3.4255829524126913,10,5613.6
rat99,MWI-H,2,29,1.2324139216159697,3.429498092028148,10,5631.2
tsp225,MWI-H,1,0,1.2104544520573282,3.3550089968930696,10,31487.6
tsp225,MWI-H,1,1,1.2108552374478567,3.3563539049758693,10,31334.5
tsp225,MWI-H,1,2,1.2094828141870706,3.351750726282531,10,31222.3
tsp225,MWI-H,1,3,1.2085626196384385,3.3486678821615445,10,31179.7
tsp225,MWI-H,1,4,1.2107647078636132,3.3560500694055393,10,31065.5
tsp225,MWI-H,1,5,1.2097602694282352,3.352680816111798,10,30962.5
tsp225,MWI-H,1,6,1.2102551789117075,3.3543405003055944,10,30850.9
tsp225,MWI-H,1,7,1.2096895276327033,3.3524436498399037,10,30643.6
tsp225,MWI-H,1,8,1.20903184119839,3.350239518022852,10,30526.2
tsp225,MWI-H,1,9,1.2109077154247203,3.356530044260117,10,30459.5
tsp225,MWI-H,1,10,1.212656249095626,3.3624041841289687,10,30317.3
tsp225,MWI-H,1,11,1.2140280865367505,3.367020021446284,10,30351.0
tsp225,MWI-H,1,12,1.2125651267918864,3.362097808072665,10,30272.9
tsp225,MWI-H,1,13,1.2126354308493255,3.362334185499128,10,30191.1
tsp225,MWI-H,1,14,1.2136903757981288,3.365883134608139,10,30137.9
tsp225,MWI-H,1,15,1.2147527569430647,3.3694608855174546,10,30093.2
tsp225,MWI-H,1,16,1.2130641209093647,3.3637758937438993,10,30053.7
tsp225,MWI-H,1,17,1.21423038786808,3.3677012429829243,10,30036.6
tsp225,MWI-H,1,18,1.2134777840285038,3.3651676516117948,10,29980.6
tsp225,MWI-H,1,19,1.213179472276611,3.36416393227231,10,29889.7
tsp225,MWI-H,1,20,1.212825553983972,3.3629735037868773,10,29786.0
tsp225,MWI-H,1,21,1.2144542388325945,3.368455190537158,10,29711.8
tsp225,MWI-H,1,22,1.2168993832883916,3.376701627827509,10,29604.2
tsp225,MWI-H,1,23,1.2164268271199261,3.375106323609323,10,29490.1
tsp225,MWI-H,1,24,1.2183458554447775,3.3815894669219335,10,29439.3
tsp225,MWI-H,1,25,1.2148569362832482,3.3698119320148607,10,29454.3
tsp225,MWI-H,1,26,1.2129619920835617,3.363432372803601,10,29345.8
tsp225,MWI-H,1,27,1.214585131036316,3.368896123916926,10,29262.3
tsp225,MWI-H,1,28,1.2163754072598072,3.374932780576094,10,29146.1
tsp225,MWI-H,1,29,1.2179969624510514,3.3804098598395553,10,29108.2
tsp225,MWI-H,2,0,1.2188879651626556,3.383423156419367,10,31288.9
tsp225,MWI-H,2,1,1.2192088850738076,3.3845091385254347,10,31274.3
tsp225,MWI-H,2,2,1.221119268389524,3.3909810282423334,10,31094.7
tsp225,MWI-H,2,3,1.221748103285578,3.39311406603876,10,30998.4
tsp225,MWI-H,2,4,1.2172215400423578,3.377789630307306,10,30920.9
tsp225,MWI-H,2,5,1.2184999762843127,3.3821106804934438,10,30777.3
tsp225,MWI-H,2,6,1.2184401665625855,3.38190840344392,10,30711.2
tsp225,MWI-H,2,7,1.2202409843652027,3.3880040912679075,10,30705.4
tsp225,MWI-H,2,8,1.2218683296127433,3.3935220322042183,10,30689.7
tsp225,MWI-H,2,9,1.2201962201556062,3.3878524333371014,10,30671.4
tsp225,MWI-H,2,10,1.2214533669105279,3.3921141392634393,10,30592.9
tsp225,MWI-H,2,11,1.2225612175485057,3.395874177472512,10,30562.8
tsp225,MWI-H,2,12,1.2231179747719245,3.397765381372505,10,30423.1
tsp225,MWI-H,2,13,1.2224403004208957,3.3954635829457027,10,30344.6
tsp225,MWI-H,2,14,1.2265484844856602,3.409441464525907,10,30411.9
tsp225,MWI-H,2,15,1.2253516993016846,3.4053635361843733,10,30410.9
tsp225,MWI-H,2,16,1.222278267604039,3.3949134509877426,10,30318.0
tsp225,MWI-H,2,17,1.2222950790208076,3.394970524772405,10,30201.3
tsp225,MWI-H,2,18,1.2227747100569208,3.396599248564792,10,30096.2
tsp225,MWI-H,2,19,1.2174077809612336,3.378418771535925,10,29893.9
tsp225,MWI-H,2,20,1.210794284232126,3.3561493306470256,10,29801.3
tsp225,MWI-H,2,21,1.2110668852467694,3.3570643450711186,10,29788.7
tsp225,MWI-H,2,22,1.2121848971941707,3.3608196819817038,10,29702.8
tsp225,MWI-H,2,23,1.2167647867316174,3.3762471660003337,10,29722.9
tsp225,MWI-H,2,24,1.219559319973314,3.3856953964862266,10,29606.9
tsp225,MWI-H,2,25,1.2208551168197015,3.3900854135747025,10,29539.0
tsp225,MWI-H,2,26,1.2210885917456815,3.3908770059205895,10,29414.1
tsp225,MWI-H,2,27,1.2152009263086208,3.3709713131031878,10,29341.2
tsp225,MWI-H,2,28,1.2188870398966116,3.383420025854256,10,29308.9
tsp225,MWI-H,2,29,1.2204965846613198,3.3888701767980254,10,29195.4
