instance,dimension,beta,gamma,runs,mean_gap_percent,std_gap_percent,median_gap_percent,mean_final_effective_count,mean_final_edge_diversity,mean_runtime_seconds
ch150,150,0.0,4.0,10,1.7601102941176472,0.4591870545997773,1.7616421568627452,15.999999999743997,0.0057111111111111,0.7408327104000364
ch150,150,0.0,8.0,10,2.138480392156863,0.6916303275489555,2.068014705882353,15.999999999743997,0.0014111111111111,0.8132316299000649
ch150,150,2.0,0.0,10,1.4675245098039216,0.3829861105664778,1.4016544117647058,15.462397173100776,0.0028833333333333,0.8329977934999533
ch150,150,2.0,1.0,10,1.524203431372549,0.5059658109708028,1.4016544117647058,15.130325663050815,0.0017722222222222,0.7725799560999349
ch150,150,2.0,4.0,10,1.875,0.7023293235404398,1.876531862745098,15.336159489372475,0.0029944444444444,0.7584640890000628
ch150,150,2.0,8.0,10,1.7279411764705883,0.5724331476474499,1.6314338235294117,14.746409701860014,0.0037444444444444,0.7904717913000695
ch150,150,6.0,0.0,10,1.7126225490196076,0.5608840128211471,1.4935661764705883,12.480291765277594,0.0020999999999999,0.7264078593999329
ch150,150,6.0,1.0,10,1.708026960784314,0.7820755682211283,1.279105392156863,11.606214089122613,0.0038166666666666,0.7316733463999754
ch150,150,6.0,4.0,10,1.640625,0.6068209157743604,1.6773897058823528,13.0860472453786,0.0053999999999999,0.7545155407999573
ch150,150,6.0,8.0,10,1.6283700980392155,0.4734229737526673,1.6237745098039216,14.437327092421905,0.0034166666666666,0.7610178980000001
ch150,150,12.0,0.0,10,1.602328431372549,0.7453736227654004,1.3863357843137254,13.90016779892746,0.0014166666666666,0.7445531315000153
ch150,150,12.0,1.0,10,1.5824142156862746,0.734586354289324,1.3863357843137254,13.90016779892746,0.0014166666666666,0.7751824309000312
ch150,150,12.0,4.0,10,1.5196078431372548,0.6707934277220069,1.3863357843137254,13.90016779892746,0.0014166666666666,0.7692970038999647
ch150,150,12.0,8.0,10,1.6773897058823528,0.7118447484779186,1.715686274509804,15.000079875654436,0.0022444444444444,0.8373717605998536
lin318,318,0.0,0.0,10,8.541721192509934,2.0746187437244767,8.617859097289966,15.999999999743997,0.0050288259958071,1.4388439750999624
lin318,318,0.0,1.0,10,8.009707582859454,1.8309900141153488,7.832686954245878,15.999999999743997,0.0049580712788259,1.4050732055000026
lin318,318,0.0,4.0,10,8.51435913297961,1.3149843172243822,8.20861785909729,15.999999999743997,0.0031996855345911,1.428134445400019
lin318,318,0.0,8.0,10,7.1169906493135695,1.870494383936768,7.236669918389683,15.999999999743997,0.0091116352201257,1.4408714230999975
lin318,318,2.0,0.0,10,7.967831735230436,1.2152591351419182,7.722049061362393,15.38413254151791,0.0034486373165618,1.5323711193999316
lin318,318,2.0,1.0,10,7.698731828023507,1.9300015594721591,7.129600989792762,14.95835618321532,0.0036923480083857,1.5422402964999946
lin318,318,2.0,4.0,10,7.950938637607367,1.924548501075183,7.28068714459064,14.595485914341763,0.0053092243186582,1.547813514399968
lin318,318,2.0,8.0,10,7.739655951842775,2.1804667901032424,7.43653191843727,14.990961620844834,0.0042190775681341,1.449046665500055
lin318,318,6.0,0.0,10,7.555021532751195,1.5521165096417822,7.379428489852245,10.321628099270985,0.0069365828092243,1.863623748100008
lin318,318,6.0,1.0,10,7.249756120773751,2.0624586682942083,7.029669989768969,12.08124092706186,0.0088495807127882,1.6679900607000036
lin318,318,6.0,4.0,10,7.076542387399177,1.7769730348082744,6.836945918294511,10.916498071252985,0.0067085953878406,1.4889422133000152
lin318,318,6.0,8.0,10,8.037545504294654,1.9280276029297263,7.87313521616027,12.896247037181942,0.0021200209643605,1.5204240189999385
lin318,318,12.0,0.0,10,7.487449142258916,2.5325987353461,6.919032096885484,12.59462514526142,0.0033883647798742,1.5678292300999146
lin318,318,12.0,1.0,10,7.318994027933094,2.351106827168948,6.602583930143473,9.390075491367051,0.0080529350104821,1.5098195669999768
lin318,318,12.0,4.0,10,8.197197173380285,2.3588061243144622,7.971876561421876,11.347058826418408,0.008359538784067,1.57287117689998
lin318,318,12.0,8.0,10,7.943800709034238,2.2629030844581624,7.559066358942635,11.634646962109873,0.0034591194968553,1.5240509129999738
